Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Language,num_nulls
Action,6.1,83.0,Mallikharjun,Nandamuri Kalyan Ram,Mallikharjun,Kalyan Ram,Shaam,Mani Sharma,Sarvesh Murari,Gowtam Raju,N.T.R. Arts,November,Telugu,3
Drama,7.2,76.0,Ravi Babu,Prakash Babu Kadiyala,Others,Vikram,Sri Divya,Sekhar Chandra,Sudhakar Reddy,Marthand K. Venkatesh,Moving Images,October,Telugu,2
Drama,6.1,83.0,Madhura Sreedhar Reddy,Sirisha Sridhar Lagadapati,Madhura Sreedhar Reddy,Sundeep Kishan,Suhani Kalita,Sunil Kashyap,P. G. Vinda,Lokesh Chenna [1],Larsco Entertainment,July,Telugu,2
Drama,3.9,83.0,K. Viswanath,Hari Gopalakrishna,Others,Allari Naresh,Manjari Phadnis,Mani Sharma,Others,Others,Sri Rajeswari Combines,July,Telugu,5
Action,6.3,89.0,N. Linguswamy,N. Subash Chandra Bose,Brinda Sarathy (Dialogues),Karthi,Tamannaah,Yuvan Shankar Raja,R. Madhi,Anthony Gonsalves,Thirupathi Brothers,April,Tamil,0
Action,7.1,90.0,Dasaradh,Dil Raju,K. S. Ravindra,Prabhas,Kajal Aggarwal,Devi Sri Prasad,Vijay C Chakravarthy,Siva Prasad,Sri Venkateswara Creations,April,Telugu,0
Comedy,7.5,85.0,Srinu Vaitla,Ram Achanta,Srinu Vaitla,Mahesh Babu,Samantha Ruth Prabhu,S. Thaman,K. V. Guhan,M. R. Varma,14 Reels Entertainment,September,Telugu,1
Drama,7.1,77.0,Bapu,Yalamanchali Sai Babu,Others,Nandamuri Balakrishna,Nayanthara,Ilaiyaraaja,P. R. K. Raju,G. G. Krishna Rao,Sri Sai Baba Movies,November,Telugu,1
Comedy,7.8,95.0,G. Ashok,D. S. Rao,Chandrashekar Gundimeda (dialogues),Nani,Haripriya,Selvaganesh,Sai Sriram,Prawin Pudi,Sri Shailendra Cinemas,September,Telugu,0
Drama,7.7,93.0,Nandini Reddy,K. L. Damodar Prasad,Lakshmi Bhupal,Nani,Nithya Menen,Kalyani Malik,Arjun Jena,Marthand K Venkatesh,Others,January,Telugu,2
Action,6.6,88.0,Vishnuvardhan,Neelima Tirumalasetty,Abburi Ravi (Dialogues),Pawan Kalyan,Sarah-Jane Dias,Yuvan Shankar Raja,P. S. Vinod,A. Sreekar Prasad,Arka Media Works,December,Telugu,0
Drama,3.8,70.0,Krishna Vamsi,Nallamalapu Bujji,Bheem (dialogues),Gopichand,Taapsee,Babu Shankar[1],Srikanth Naroju,Gautham Raju,Sri Lakshmi Narasimha Productions,November,Telugu,0
Comedy,6.6,84.0,Surender Reddy,B. V. S. N. Prasad,Vakkantham Vamsi,Jr.Ntr,Tamannaah Bhatia,Devi Sri Prasad,Rasool Ellore,Gautham Raju,Sri Venkateswara Cine Chitra,October,Telugu,1
Drama,6.8,89.0,Mohan Krishna Indraganti,Ram Mohan P,Others,Sumanth,Swati Reddy,Kalyani Malik,K. K. Senthil Kumar,Others,Others,January,Telugu,4
Comedy,3.8,79.0,Ajay Bhuyan,D. Siva Prasad Reddy,Ajay Bhuyan,Naga Chaitanya Akkineni,Kajal Aggarwal,Devi Sri Prasad,Gnana Shekar V.S.,Dharmendra Kakarala,Sri Kamakshi Enterprises,August,Telugu,1
Comedy,6.2,84.0,Santosh srinivas,Bellamkonda Suresh,Others,Ram,Hansika Motwani,S. Thaman,Prasad,Others,Sri Sai Ganesh Productions,August,Telugu,4
Comedy,3.7,69.0,Ramesh Varma,Ganesh Indukuri,Paruchuri Brothers,Ravi Teja,Kajal Aggarwal,Thaman,Chota K. Naidu,Marthand K. Venkatesh,Sanvi Productions,May,Telugu,2
Comedy,4.4,75.0,V. V. Vinayak,Allu Aravind,Chinni Krishna[1],Allu Arjun,Tamannaah,M. M. Keeravani,Ravi Varman,Gowtam Raju,Geetha Arts,June,Telugu,0
Action,5.1,87.0,Puri Jagannadh,Nallamalupu Bujji,Puri Jagannadh,Rana Daggubati,Ileana D'Cruz,Viswa,Amol Rathod,Others,Others,April,Telugu,4
Romance,2.5,77.0,Jayendra Panchapakesan,Kiran Reddy,Umarji Anuradha (Telugu),Siddharth,Priya Anand,Sharreth,Balasubramaniem,Kishore Te.,SPI Cinemas,June,Telugu,1
Action,7.3,90.0,Radha Mohan,Prakash Raj,Radha Mohan,Nagarjuna Akkineni,Prakash Raj,Pravin Mani,K. V. Guhan,Kishore Te,Silent Movies,February,Tamil,1
Action,6.3,86.0,Harish Shankar,Ramesh Puppala,Harish Shankar,Ravi Teja,Richa Gangopadhyay,S. Thaman,Ram Prasad,Goutham Raju,Others,January,Telugu,2
Family,5.4,80.0,Prakash Kovelamudi,Prakash Kovelamudi,Choudekar Haricharan Madnoor,Siddharth,Shruti Haasan,Salim-Sulaiman,Soundar Rajan,Sravan Katikaneni,Disney World Cinema,January,Telugu,2
Romance,6.7,87.0,Venu Sri Ram,Dil Raju,Venu Sri Ram,Siddharth Narayan,Hansika Motwani,Original songs:,Vijay C Chakravarthy[1],Marthand K. Venkatesh,Sri Venkateswara Creations,November,Telugu,0
Comedy,5.9,83.0,Veerabhadram,Anil Sunkara,Others,Allari Naresh,Ritu Barmecha,Raghu Kunche,Loganathan Srinivasan,Others,Others,March,Telugu,6
Action,6.6,84.0,V. Vijayendra Prasad,Nagarjuna Akkineni,G. Ajay Kumar (dialogues),Nagarjuna Akkineni,Sneha,M.M. Keeravani,Shyam K. Naidu,Kotagiri Venkateswara Rao,Annapurna Studios,December,Telugu,0
Comedy,6.1,83.0,G.Nageswara Reddy,Others,Others,Allari Naresh,Poorna,Vandemataram Srinivas,Adusumilli Vijay Kumar,Kotagiri Venkateswara Rao,Wellfare Creations,May,Telugu,4
Action,7.8,65.0,K. V. Anand,Elred Kumar,Subha (Dialogue),Jeeva,Ajmal Ameer,Harris Jayaraj,Richard M. Nathan,Anthony,R. S. Infotainment,April,Tamil,0
Action,3.5,75.0,Vivek Krishna,Ram Gopal Varma,Others,Naga Chaitanya,Amala Paul,Others,Others,Others,Shreya Productions,December,Telugu,6
Comedy,7.1,85.0,Ravi Babu,Ramoji Rao,Ravi Babu (Dialogues ),Havish,Ajay,Shekar Chandra,Sudhakar Reddy,Marthand K Venkatesh,Ushakiran Movies,November,Telugu,1
Action,6.1,91.0,A. R. Murugadoss,Udhayanidhi Stalin,A. R. Murugadoss,Suriya,Shruti Haasan,Harris Jayaraj,Ravi K. Chandran,Anthony,Red Giant Movies,October,Tamil,1
Romance,4.6,83.0,V. N. Aditya,Kumar Brothers,V. N. Aditya,Sumanth,Vimala Raman,Koti,Others,Others,Others,March,Telugu,6
Action,6.0,83.0,T Venu Gopal,G. Govinda Raju,Paruchuri Brothers (dialogues),Jagapati Babu,Shaam,Koti,M. V. Raghu,Kotagiri Venkateswara Rao,Sri Balaji Movie Makers,December,Telugu,2
Comedy,5.1,83.0,Ram Gopal Varma,Kiran Kumar Koneru,Ram Gopal Varma,Sunil,Swati Reddy,Koti,Sudhakar Yakkanti,Bhanodaya,Others,February,Telugu,3
Action,2.4,83.0,Dasari Narayana Rao,C. Kalyan,Dasari Narayana Rao,Nandamuri Balakrishna,Ameesha Patel,Mani Sharma,Ramana Raju,Gautham Raju,Teja Cinema[1],January,Telugu,3
Thriller,3.9,83.0,Ram Gopal Varma,Kiran Kumar Koneru,Nilesh Girkar,Ravi Teja,Charmme Kaur,Sathyam (Theme Song),FX School and VFX @ FX,FX School and VFX @ FX,Shreya Production & Dreamforce,March,Telugu,2
Comedy,7.1,83.0,Hemant Madhukar,Vishnu Manchu,Marudhuri Raja,Vishnu Manchu,Taapsee Pannu,Mani Sharma,Gopal Reddy S,Gautham Raju,24 Frames Factory,February,Telugu,3
Action,6.6,80.0,K. Vijaya Bhaskar,K Atchi Reddy,Others,Aadi,Isha Chawla,Anoop Rubens,Others,Gautham Raju,Others,February,Telugu,5
Comedy,2.5,83.0,V. N. Aditya,D. Ramanaidu,V. N. Aditya,Navdeep,Shraddha Das,Koti,Others,Others,Suresh Productions,August,Telugu,5
Drama,5.7,83.0,Chinni Krishna,Kalyan Chakravarthy,Others,Nikhil Siddharth,Aas Mohammad Abbasi Pooja Bose,Chakri,Malhar Bhatt Joshi,Gautham Raju,Others,November,Telugu,5
History,7.1,76.0,N. Shankar,N. Shankar,Udugula Venu (dialogues),Jagapathi Babu,Smriti Irani,Chakri,T. Surender Reddy,Kotagiri Venkateswara Rao,Mahalakshmi Arts,February,Telugu,0
Romance,6.1,83.0,Ramana Salva,Mahi V Raghav and Shiva Meka,Ramana Salva,Varun Sandesh,Suma Bhattacharya,Yogeshwara Sharma,Santhosh Roy Pathaje,Anil Kumar Bonthu,Others,February,Telugu,3
Tollywood,4.4,83.0,B.V.S.Ravi,V. Ananda Prasad,B.V.S.Ravi,Gopichand,Deeksha Seth,Chakri,Rasool Ellore,Shankar,Bhavya Creations,January,Telugu,3
Action,3.2,74.0,Suseenthiran,Prasad V. Potluri,Bhaskar Sakthi (Dialogues),Vikram,Deeksha Seth,Yuvan Shankar Raja,R. Madhi,Kasi Viswanathan,PVP cinema,December,Tamil,0
Action,4.6,83.0,Ravikumar Chavali,J. Samba Siva Rao,Others,Sumanth,Vedhika,Raghu Kunche,Others,Others,Others,August,Telugu,7
Tollywood,6.6,87.0,Parasuram,Vamsikrishna Srinivas,Parasuram,Nara Rohit,Nisha Aggarwal,Mani Sharma,Dasaradhi Sivendra,Marthand K Venkatesh,S.V.K CINEMA,November,Telugu,1
Action,6.0,83.0,P.A. Arun Prasad,Natti Kumar,Vishaka Takies,Jagapathi Babu,Vimala Raman,M. M. Srilekha,Jaswanth,Gautham Raju,Vishaka Takies,March,Telugu,3
Comedy,6.2,84.0,Bala,Kalpathi S. Aghoram,S. Ramakrishnan (dialogue),Vishal,Arya,Yuvan Shankar Raja,Arthur A. Wilson,Suresh Urs,AGS Entertainment,June,Tamil,0
Comedy,5.8,77.0,Jayanth C. Paranjee,Bandla Ganesh,Trivikram Srinivas (dialogues),Pawan Kalyan,Trisha Krishnan,Mani Sharma,Jayanan Vincent,Others,Parameswara art Productions,April,Telugu,2
Romance,6.0,83.0,Kalyan Mantena,Maheshwara Rao,Others,Gouthama as rishi,Shambhavi as sandya,Mahesh Shankar,Others,Others,Others,January,Telugu,8
Bollywood,7.8,86.0,S. S. Rajamouli,Korrapati Ranganatha Sai,K. V. Vijayendra Prasad,Sudeep,Nani,M. M. Keeravani,K. K. Senthil Kumar,Kotagiri Venkateswara Rao,Varahi Chalana Chitram,July,Telugu,0
Comedy,7.2,92.0,Trivikram Srinivas,S. Radha Krishna,Trivikram Srinivas,Allu Arjun,Ileana D'Cruz,Devi Sri Prasad,Chota K. Naidu,Prawin Pudi,Haarika & Hassine Creations,August,Telugu,1
Action,4.4,76.0,Sampath Nandi,R. B. Choudary,Sampath Nandi,Ram Charan,Tamannaah,Mani Sharma,Sameer Reddy,Gautham Raju,Megaa Super Good Films,April,Telugu,1
Romance,6.4,86.0,Sekhar Kammula,Sekhar Kammula,Sekhar Kammula,Shriya Saran,Anjala Zaveri,Mickey J Meyer,Vijay C. Kumar,Marthand K. Venkatesh,Amigos Creations,September,Telugu,1
Comedy,7.2,79.0,Harish Shankar,Bandla Ganesh,Others,Pawan Kalyan,Shruti Haasan,Devi Sri Prasad,Jayanan Vincent,Gautham Raju,Parameswara Art Productions,May,Telugu,1
Romance,6.2,88.0,A. Karunakaran,Sravanthi Ravi Kishore,A. Karunakaran,Ram,Tamannaah,G. V. Prakash Kumar,I. Andrew,Others,Sri Sravanthi Movies,June,Telugu,2
Action,6.9,91.0,Krish,Saibabu Jagarlamudi,Sai Madhav Burra (dialogues),Rana Daggubati,Nayantara,Mani Sharma,Gnana Shekar V.S,Shravan,First Frame Entertainment,November,Telugu,0
Action,5.8,84.0,Puri Jagannadh,DVV Danayya,Puri Jagannadh,Pawan Kalyan,Tamannaah,Mani Sharma,Shyam K. Naidu,S. R. Shekhar,Universal Media,October,Telugu,0
Comedy,5.9,79.0,Veerabhadram,R. R. Venkat,Veerabhadram,Sunil,Isha Chawla,Anoop Rubens,Prasad Murella,Kotagiri Venkateswara Rao,R.R.Movie Makers,February,Telugu,1
Comedy,3.6,80.0,Puri Jagannadh,B. V. S. N. Prasad,Puri Jagannadh,Ileana D'Cruz,Ravi Teja,Raghu Kunche,Shyam K. Naidu,S. R. Shekhar,Sri Venkateswara Cine Chitra,August,Telugu,0
Comedy,5.3,83.0,P. Narayana,Vamsikrishna Srinivas,Surya (story & dialogues),Shriya Saran,Allari Naresh,Bheems Ceciroleo,Dasarathi Shivendra,Marthand K. Venkatesh,S.V.K Cinema,March,Telugu,1
Action,5.3,78.0,Boyapati Srinu,Alexander Vallabha,M. Ratnam,NTR Jr,Trisha Krishnan,M. M. Keeravani,Arthur A. Wilson,Anthony,Creative Commercials,April,Telugu,1
Romantic comedy,7.3,78.0,Balaji Mohan,Sasikanth Sivaji,Balaji Mohan,Siddharth,Amala Paul,Thaman,Nirav Shah,T. S. Suresh,Y NOT Studios,February,Tamil,1
Romance,4.8,79.0,Parasuram,Priyanka Dutt,Parasuram[1],Ravi Teja,Kajal Aggarwal,Devi Sri Prasad,Vijay C Chakravarthy,Kotagiri Venkateswara Rao,Vyjayanthi,December,Telugu,1
Horror,6.8,78.0,Ravi Babu,Ravi Babu,Others,Poorna,Harshvardhan Rane,Sekhar Chandra,Sudhakar Reddy,Others,Flying Frogs,September,Telugu,4
Action,4.1,66.0,Paruchuri Murali,M. L. Padma Kumar Chowdhary,Paruchuri Murali,Nandamuri Balakrishna,Jayasudha,Kalyani Malik,T. Surender Reddy,Kotagiri Venkateswara Rao,Sree Keerthi Creations,June,Telugu,1
Romance,7.3,94.0,Gautham Menon,Gautham Menon,Kona Venkat (Dialogue),Nani,Samantha akkineni,Ilaiyaraaja,M. S. Prabhu,Anthony,Photon Kathaas,December,Telugu,1
Romantic comedy,6.2,88.0,Praveen Sattaru,Chanakya Booneti,Praveen Sattaru,Sundeep Kishan,Regina Cassandra,Mickey J. Meyer,Suresh Bhargav,Dharmendra,Others,November,Telugu,3
Comedy,3.7,75.0,Gunasekhar,YVS Chowdary,Gunasekhar,Ravi Teja,Deeksha Seth,S. Thaman,Sarvesh Murari,Goutham Raju,Others,February,Telugu,2
Romance,7.1,90.0,Hanu Raghavapudi,Sai Korrapati,Hanu Raghavapudi,Naveen Chandra,Rahul Ravindran,Radhan,Murali G,Chandrasekhar G. V.,Varahi Chalana Chitram,August,Telugu,1
Action,5.5,78.0,Srinivasa Reddy,Venkat,Srinivasa Reddy,Akkineni Nagarjuna,Anushka Shetty,Devi Sri Prasad,Chota K. Naidu,Gautham Raju,R. R. Movie Makers,November,Telugu,1
Bollywood,3.6,83.0,Rajulapati Venkata Krishna Rao (Nani Krishna),Kiran Jakkam Shetty,Veerababu Basina,Srikanth,Meenakshi Dixit,Chakri,Poorna,Navin Nooli,Others,December,Telugu,2
Comedy,5.7,83.0,Bhimaneni Srinivasa Rao,Chandrasekhar D Reddy,C. S. Amudhan,Allari Naresh,Monal Gajjar,Sri vasanth,Vijay Ulaganath,Gowtham Raju,Arundathi Movies,August,Telugu,2
Comedy,7.1,85.0,G.Nageswara Reddy,Mohan Babu,Marudhuri Raja (dialogues),Vishnu Manchu,Hansika Motwani,Yuvan Shankar Raja (2 Songs),Siddharth,M. R. Varma,24 Frames Factory,October,Telugu,1
Action,4.9,83.0,Siva,Burugupalli Siva Rama Krishna,Ramesh Gopi,Ravi Teja,Taapsee Pannu,Vijay Antony,Vetri,Gautham Raju,Sri Venkateswara Entertainments,May,Telugu,0
Drama,7.4,90.0,Tanikella Bharani,Anand Muyida Rao,Sri Ramana,S. P. Balasubrahmanyam,Lakshmi,Swaraveenapani,Rajendra Prasad Tanikella,S. B. Uddhav,Others,December,Telugu,2
Tollywood,5.6,83.0,E. Satti Babu,Chanti Addala,Krantti Reddy Ssakinala,Allari Naresh,Richa Panai,Koti,Ravindra Babu,Gautham Raju,Friendly Movies,December,Telugu,1
Comedy,5.2,83.0,Gopichand Malineni,Bellamkonda Suresh,Kona Venkat,Venkatesh,Trisha,S. Thaman,Shyam K. Naidu,Gautham Raju,Sri Sai Ganesh Productions,January,Telugu,1
Tollywood,7.1,81.0,K. Raghavendra Rao,Mahesh Reddy,Paruchuri Brothers (dialogues),Akkineni Nagarjuna,Srikanth,M. M. Keeravani,S. Gopal Reddy,Sravan Katikaneni,AMR Sai Krupa Entertainments,September,Telugu,0
Action,7.9,90.0,AR Murugadoss,S. Thanu,AR Murugadoss,Vijay,Kajal Aggarwal,Harris Jayaraj,Santosh Sivan,A. Sreekar Prasad,V Creations,November,Tamil,1
Drama,3.6,83.0,Prakash Tholeti,Paruchuri Kiriti,Kona Venkat,Rana Daggubati,Genelia D'Souza,Chakri,Venkat Prasad,Kotagiri Venkateswara Rao[1],United Movies,March,Telugu,2
Romance,5.7,85.0,M. S. Raju,Maganti Ramchandran,Paruchuri Brothers (dialogues),Sumanth Ashwin,Rhea Chakraborty,Karthik Raja,S. Gopal Reddy,K. V. Krishna Reddy,Padmini Arts,July,Telugu,2
Comedy,6.7,86.0,Ani Kanneganti,D. S. Rao,Paruchuri Brothers (dialogues),Manoj Manchu,Kriti Kharbanda,Yuvan Shankar Raja,B. Rajasekar,Others,Shri Shailendra Cinemas,March,Telugu,1
Drama,5.5,83.0,Sekhar Raja,Lakshmi Manchu,Lakshmi Bhupal (dialogues),Nandamuri Balakrishna,Manoj Manchu,VidyaSagar,B. Rajasekar,M. R. Varmaa,Manchu Entertainment,July,Telugu,1
Drama,4.6,83.0,Ravi Chavali,Ramesh Puppala,Ravi Chavali,Nandamuri Balakrishna,Parvati Melton,Chakri,T. Surender Reddy[1],Gautham Raju,Yellow Flowers,August,Telugu,3
Comedy,3.2,83.0,Y. Jitender,G. Vijay Kumar,Y. Jitender,Sairam Shankar,Parvati Melton,Mahathi,Bharani K Dharan,Marthand K. Venkatesh,Others,December,Telugu,3
Tamil cinema,7.1,81.0,Prabu Solomon,N. Lingusamy,Prabhu Solomon,Vikram Prabhu,Lakshmi Menon,D. Imman,M. Sukumar,L.V.K. Doss,Thirupathi Brothers,December,Tamil,1
Thriller,6.4,83.0,Surya Raju,Rajesh Kumar,Surya Raju,Navdeep,Sadha,Vikas,sleva kumar,vinay,Hanu Cine Creations,November,Telugu,2
Comedy,6.9,83.0,Tatineni Satya,Vikram Raju,Nandyala Ravi (Dialogue),Sudheer Babu,Regina Cassandra,V. Selvaganesh and Yuvan Shankar Raja (BGM),Chitti Babu,Sathish Suriya,Vega Entertainment Pvt Ltd,February,Telugu,2
Romance,5.5,82.0,B. Jaya,R. R. Venkat,B. Jaya,Aadi,Shanvi,Anoop Rubens,S. Arun Kumar,B. Jaya,R. R. Movie Makers,March,Telugu,2
Comedy,3.5,83.0,Anish Kuruvilla,Sharwanand,Others,Sharwanand,Priya Anand,Shakti Kanth,Erukulla Rakesh,Others,Sarvaa Arts,December,Telugu,5
Drama,8.1,83.0,Kranthi Madhav,Kranthi Madhav,Mohd Khadeer Babu (dialogues),Rajendra Prasad,Kalyani,Koti,Hari Anumolu,Gautham Raju,Sunshine Cinema[1],June,Telugu,1
Action,6.3,77.0,Chakri Toleti,Sunir Kheterpal,Jaffer Mohammed,Ajith Kumar,Parvathy Omanakuttan,Yuvan Shankar Raja,R. D. Rajasekhar,Suresh Urs,Wide Angle Creations,July,Tamil,0
Tollywood,6.0,81.0,Ohmkkar,Dasari Kiran Kumar,Others,Havish,Sanusha,Joshua Sridhar,Diwakar Raghunathan,M R Varmaa,Ramadhootha Creations,December,Telugu,3
Comedy,7.6,87.0,Srikanth Addala,Dil Raju,Srikanth Addala,Daggubati Venkatesh,Mahesh Babu,Mickey J Meyer,K. V. Guhan,Marthand K. Venkatesh,Sri Venkateswara Creations,January,Telugu,0
Comedy,7.2,84.0,Trivikram Srinivas,B. V. S. N. Prasad,Trivikram Srinivas,Pawan Kalyan,Samantha Akkineni,Devi Sri Prasad,Prasad Murella,Prawin Pudi,Sri Venkateswara Cine Chitra,September,Telugu,1
Action,7.2,85.0,Koratala Siva,V. Vamsi Krishna Reddy,Koratala Siva,Prabhas,Sathyaraj,Devi Sri Prasad,Madhi,Kotagiri Venkateswara Rao,UV Creations,February,Telugu,1
Comedy,6.5,83.0,Sreenu Vaitla,Bandla Ganesh,Others,N. T. Rama Rao Jr.,Kajal Aggarwal,S. Thaman,K. V. Guhan,M. R. Varma,Parameswara Art Productions,April,Telugu,1
Action,5.5,84.0,V. V. Vinayak,DVV Danayya,Others,Ram Charan,Kajal Aggarwal,S. Thaman,Chota K. Naidu,Gautham Raju,Universal Media,January,Telugu,1
Drama,7.2,74.0,Vijay Kumar Konda,Nikitha Reddy,Others,Nitin,Nithya Menen,Anoop Rubens,I. Andrew,Prawin Pudi,Shresht Movies,April,Telugu,1
Horror,7.2,88.0,J Prabhakar Reddy,Maruthi,Maruthi Dasari[1],Sudheer Babu,Nanditha,J.B.,J. Prabhakara Reddy,S. B. Uddhav,Others,June,Telugu,2
Action,6.6,84.0,Chandra Sekhar Yeleti,B. V. S. N. Prasad,Prashanth,Gopichand,Taapsee Pannu,Sri,Shamdat,Others,Sri Venkateswara Cine Chitra,July,Telugu,1
Crime Fiction,7.4,92.0,Sudheer Varma,Chakri Chigurupati,Others,Nikhil Siddharth,Swathi Reddy,Sunny M.R.,Richard Prasad,Kartika Srinivas[1],Lakshmi Narasimha Entertainments,March,Telugu,2
Comedy,5.6,88.0,Puri Jagannadh,Bandla Ganesh,Others,Allu Arjun,Amala Paul,Devi Sri Prasad,Amol Rathod,Others,Parameswara Art Productions,May,Telugu,2
Action,6.1,87.0,Gopichand Malineni,Prasad Vara Potluri,Kona Venkat,Ravi Teja,Shruti Haasan,S. Thaman,Jayanan Vincent,Gautham Raju,PVP cinema,June,Telugu,1
Comedy,7.1,90.0,Merlapaka Gandhi[1],Gemini Kiran,Merlapaka Gandhi and Sheik Dawood G,Sundeep Kishan,Rakul Preet Singh,Ramana Gogula,Chota K. Naidu,Gautham Raju,Anandi Art Creations,November,Telugu,2
Drama,5.2,75.0,Harish Shankar,Dil Raju,Others,N. T. Rama Rao Jr.,Samantha Ruth Prabhu,S. Thaman,Chota K. Naidu,Gautham Raju,Sri Venkateswara Creations,October,Telugu,1
Romance,7.3,85.0,Virinchi Varma,Daggubati Suresh Babu,Virinchi Varma,Raj Tarun,Avika Gor,Sunny M.R.,Vishwa D. B.,Marthand K. Venkatesh,Sun Shine Cinemas,December,Telugu,1
Action,5.7,80.0,Kishore Kumar Pardasani (Dolly),Bellamkonda Ganesh,N. Linguswamy,Naga Chaitanya,Sunil,S. Thaman,Arthur A. Wilson,Gautham Raju,Sri Sai Ganesh Productions,May,Telugu,1
Action,3.2,74.0,Apoorva Lakhia,Reliance Entertainment Puneet Prakash Mehra,Chintan Gandhi (Hindi dialogues),Ram Charan Teja,Priyanka Chopra,Songs:,Gururaj R. Jois,Chintu Singh,Prakash Mehra Productions,September,Hindi,0
Tollywood,3.4,75.0,Veerabhadram[1],Nagarjuna Akkineni[2],Ratna Babu,Nagarjuna Akkineni,Richa Gangopadhyay,Devi Sri Prasad,Sameer Reddy,Karthika Srinivas,Annapurna Studios,October,Telugu,0
Comedy,6.4,59.0,Pavan Wadeyar,Sireesha Lagadapati,Others,Manoj Manchu,Sakshi Chaudhary,Achu Rajamani,Srikanth,M. R. Varmaa,Ramalakshmi Cine Creations,September,Telugu,1
Comedy,7.6,86.0,Veeru Potla,Mohan Babu,Others,Vishnu Manchu,Lavanya Tripathi,Mani Sharma,Sarvesh Murari,Marthand K. Venkatesh,24 Frames Factory,October,Telugu,2
Comedy,5.3,74.0,Devi Prasad,Boppana Chandrasekhar,Satish Vegesna (dialogues),Allari Naresh,Sharmiela Mandre,Bheems Ceciroleo,Adusumilli Vijay Kumar,Hari Nandamuri,Jahnavi Productions,July,Telugu,1
Comedy,5.2,83.0,Devi Prasad,N. V. Prasad,Himanshu Sharma,Sunil,Isha Chawla,S. A. Rajkumar,Sameer Reddy,Nandamuri Hari,Others,March,Telugu,4
Comedy,7.1,87.0,Pavan Sadineni,Bekkam Venugopal,Others,Harshvardhan Rane,Ritu Varma,Shravan Bharadwaj,Karthik Ghattamaneni,Others,Lucky Media,December,Telugu,3
Drama,7.9,86.0,J. K. Bharavi,Nara Jaya Sri Devi,J. K. Bharavi (story/screenplay/dialogues),Chiranjeevi,Kaushik Babu,Nag Sri Vatsa,S. Gopal Reddy,Gautham Raju,Global Peace Creators,August,Telugu,1
Romantic comedy,4.7,75.0,Dasarath,D Siva Prasad Reddy,Dasarath (dialogues),Nagarjuna Akkineni,Nayantara,S. Thaman,Anil Bandhari,Marthand K. Venkatesh,Kamakshi Movies,May,Telugu,0
Action,5.3,83.0,Sunil Reddy,Nandamuri Taraka Advitha,Sunil Reddy,Nandamuri Kalyan Ram,Kriti Kharbanda,Achu Rajamani,Ajayan Vincent,Gowtham Raju,Others,July,Telugu,3
Drama,5.6,81.0,G. Ashok,K. Venugopal,Others,Aadi,Nisha Aggarwal,Anoop Rubens,Sai Sreeram,Praveen Pudi,Sri Soudhamini Creations,May,Telugu,3
Romance,5.3,64.0,Kumar Nagendra,Lakshmi Manchu,Others,Aadhi Pinisetty,Lakshmi Manchu,Ilaiyaraaja,M.R.Palanikumaar,Others,Manchu Entertainment,March,Telugu,3
Tollywood,5.8,83.0,G. Neelakanta Reddy,Others,Others,Varun Sandesh,Sanchita Padukone,Kiran Varanasi,Ranganath Gogineni,Nagi Reddy,Others,February,Telugu,6
Tollywood,6.1,72.0,Sai Karthik,Nagasusheela,Others,Sushanth,Shanvi,Anoop Rubens,Arun Kumar,Others,Sri Nag Corporation,August,Telugu,4
Tollywood,4.8,83.0,Vennela Kishore,Ramesh Varma,Vennela Kishore,Brahmanandam,Ali,Anoop Rubens,kiran,Kotagiri Venkateswara Rao,Others,March,Telugu,3
Romance,6.5,83.0,Mohan Krishna Indraganti,K. L. Damodar Prasad,Mohan Krishna Indraganti,Sumanth Ashwin,Eesha Rebba,Kalyani Malik,P. G. Vinda,Marthand K. Venkatesh,Sri Ranjith Movies,August,Telugu,3
Action,5.6,83.0,Krishna Reddy Gangadhasuu,M Subbareddy,Padmasri Nandyala,Sudheer Babu,Asmita Sood,Sri Kommineni,Santonio Terzio,Bikkina Thammiraju,Colors & Claps Entertainments,December,Telugu,3
Action,5.6,83.0,Srinivas Raga,C.V Reddy,Chintapalli Ramana,Nara Rohit,Nithya Menon,Karthik,Andrew,Marthand K. Venkatesh,Gulabi Movies,February,Telugu,2
Comedy,5.1,83.0,Anil Sunkara,Rama Brahmam Sunkara,Others,Allari Naresh,Shaam,Bappi & Bappa Lahiri,Sarvesh Murari,M. R. Verma,AK Entertainments,June,Telugu,3
Tollywood,3.8,83.0,P. Sunil Kumar Reddy,D. Ramanaidu,Satyanandh,Rahul Ravindran,Tanvi Vyas,M. M. Srilekha,Sabu James,Others,Suresh Productions,November,Telugu,4
Bollywood,5.9,77.0,Ram Gopal Varma,M Samanth Kumar Reddy,Radhika Anand,Puneet Singh Ratn (Hindi),Sharwanand (Telugu),Amar Mohile[1],Vikash Saraf,Sanga Pratap kumar [1],Others,October,Hindi,2
Drama,6.0,58.0,Janardhan Maharshi,K. Sadhak Kumar,Janardhan Maharshi,Shriya Saran,Roja Selvamani,M.M.Srilekha,V. N. Suresh Kumar,Ramesh,Others,June,Telugu,3
