Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Language,num_nulls
Comedy,7.8,89.0,K. Vijaya Bhaskar,D.Suresh Babu,Trivikram Srinivas,Venkatesh,Katrina Kaif,Koti,Sameer Reddy,Sreekar Prasad,Suresh Productions,February,Telugu,0
Action,5.7,76.0,Kodi Ramakrishna,Shyam Prasad Reddy,Satyanand,Chiranjeevi,Namrata Shirodkar,Mani Sharma,Chota K. Naidu,Others,Others,January,Telugu,3
Drama,8.5,90.0,Chandra Siddhartha,Smt.Sarita Patra,Madan (story / dialogues),Rajendra Prasad,Aamani,R. P. Patnaik,Surendra Reddy,Girish Lokesh,Prem Movies,December,Telugu,0
Action,6.6,88.0,Gunasekhar,G. Ramesh Babu,Gunasekhar,Mahesh Babu,Shriya Saran,Mani Sharma,Sekhar V. Joseph,A. Sreekar Prasad,Others,August,Telugu,2
Action,6.3,83.0,AS Ravi Kumar Chowdary,Pokuri Babu Rao,Marudhuri Raja (dialogues),Gopichand,Moon Banerjee,Mani Sharma,Ch. Ramana Raju,Gautham Raju,Eetharam Films,July,Telugu,1
Action,3.7,67.0,Puri Jagannadh,Giri,Kona Venkat,Jr. NTR,Rakshitha,Chakri,Shyam K. Naidu,Marthand K. Venkatesh,Others,January,Telugu,2
Romance,7.2,84.0,Srinu Vaitla,Atluri Purnachandra Rao,Kona Venkat,Ravi Teja,Sneha,Devi Sri Prasad,Prasad Murella,Others,Others,March,Telugu,4
Action,7.2,83.0,S. V. Krishna Reddy,K. Atchi Reddy,Diwakar Babu (dialogues),Jagapati Babu,Neha,S.V. Krishna Reddy,K. Ravindra Babu,Marthand K. Venkatesh,SVK Films,January,Telugu,1
Action,6.6,73.0,Jayanth C. Paranjee,Bellamkonda Suresh,Paruchuri Brothers (dialogues),Nandamuri Balakrishna,Asin,Mani Sharma,K. Prasad,Marthand K. Venkatesh,Sri Sai Ganesh Productions,January,Telugu,0
Comedy,5.1,83.0,Nidhi Prasad,Harsha Reddy,Chintapally Ramana,Rajendra Prasad,Prabhu Deva,Chakri,Sarath,Shankar,Geo Media,June,Telugu,1
Comedy,7.4,88.0,Jayanth C. Paranjee,Akkineni Ravi Shankara Prasad,Vidhu Vinod Chopra,Chiranjeevi,Sonali Bendre,Devi Sri Prasad,K. Dattu,Marthand K. Venkatesh,Others,October,Telugu,2
Bollywood,5.3,85.0,V. N. Aditya,D. Sivaprasad Reddy,Paruchuri Brothers (dialogues),Nagarjuna Akkineni,Arti Agarwal,M. M. Keeravani,J. Siva Kumar,Marthand K. Venkatesh,Kamakshi Movies,April,Telugu,0
Romance,7.4,85.0,S.S. Rajamouli,A. Bharati,M. Ratnam (Dialogue),Nithiin,Genelia D'Souza,M. M. Keeravani,Senthil Kumar,Kotagiri Venkateswara Rao,Sri Bharath Enterprises,September,Telugu,1
Romance,5.1,81.0,V.V. Vinayak,Kodali Nani,Kona Venkat,Jr. NTR,Bhoomika Chawla,Mani Sharma,K. Ravindra Babu,Gautham Raju,Others,June,Telugu,2
Romance,5.6,83.0,Siva Nageswara Rao,Atluri Purnachandra Rao,Gopimohan,Sivaji,Laila Mehdin,Rohit Raj,Jayakrishna Gummadi,Gowtham Raju,Others,October,Telugu,4
Romance,6.1,83.0,G. Ram Prasad,Adityaram,Others,Jagapati Babu,Ramya Krishna,S. A. Rajkumar,D. Prasad Babu,K. Ramesh,Adityaram Movies,April,Telugu,2
Family,1.9,83.0,Sobhan,Krishna Kishore,Gopi Venkatesh (dialogues),Ravi Teja,Charmme Kaur,Sri,Prasad Murella,Kotagiri Venkateswara Rao,Vijaya Bala Productions,November,Telugu,2
Action,5.8,84.0,Veera Shankar Bairisetty,Nagendra Babu,Satyanand(Original Story,Pawan Kalyan,Meera Jasmine,Mani Sharma,Chota K. Naidu,Others,Anjana Productions,September,Telugu,2
Action,7.4,88.0,Gautham Menon,G.Sivaraju,Gautham Menon,Venkatesh,Asin,Harris Jayaraj,R.D. Rajashekar,Anthony,Geeta Chitra International,July,Telugu,0
Drama,7.8,85.0,Selvaraghavan,A. M. Rathnam,Selvaraghavan,Ravi Krishna,Sonia Agarwal,Yuvan Shankar Raja,Arvind Krishna,Kola Bhaskar,Sri Surya Movies,October,Tamil,1
Adventure,7.4,81.0,Mani Ratnam,Shekhar Kapoor,Anurag Kashyap (Dialogues)[1],Ajay Devgn,Vivek Oberoi,A. R. Rahman,Ravi K. Chandran,A. Sreekar Prasad,Others,May,Hindi,1
Romance,7.2,89.0,S. Gopal Reddy,Bellamkonda Suresh,S. Gopal Reddy,Ravi Teja,Bhoomika Chawla,M. M. Keeravani,Others,Others,Others,August,Telugu,5
Romance,5.3,87.0,S. J. Surya,Manjula Ghattamaneni,S. J. Surya,Mahesh Babu,Amisha Patel,A. R. Rahman,Others,Others,Indira Productions,May,Telugu,3
Action,5.4,83.0,B. V. Ramana,Sravanthi Ravi Kishore,B. V. Ramana,Sumanth,Charmme Kaur,Koti,Others,A. Sreekar Prasad,Sri Sravanthi Movies,September,Telugu,4
World cinema,2.6,83.0,Jayanth C. Paranjee,R. Appalaraju,Jayanth C. Paranjee,Tarun Kumar,Nauheed Cyrusi,Mani Sharma,Jahawar Reddy,Marthand K. Venkatesh,Others,December,Telugu,4
Romance,4.2,83.0,Balasekaran,Dega Deva Kumar Reddy,Others,Sivaji,Meera Jasmine,Srilekha,Others,K.Ramesh,Others,July,Telugu,6
Action,5.7,93.0,Teja,Teja (Telugu),Others,Navdeep,Santhoshi,Others,Ravi Varman,Shankar,Chitram Movies (Telugu),March,Tamil,4
World cinema,6.3,68.0,E. Sathibabu,Mullapudi Brahmanandam,Selva Raghavan,Allari Naresh,Veda,Vidyasagar,Ram Prasad,Others,Others,April,Telugu,4
Comedy,7.5,83.0,Subramaniam Siva,NV Prasad,Chintapalli Ramana (dialogues),Manoj Manchu,Sadha,Dhina,Ajay Vincent,Marthand K. Venkatesh,Sri Saideva Productions,August,Telugu,2
Comedy,5.7,80.0,Sundar C,Kushboo,Sundar C,Arjun,Reema Sen,D. Imman,K. S. Selvaraj,P. Saisuresh,Avni Cinemax,October,Tamil,2
Comedy,6.2,83.0,Paruchuri Murali,M. L. Kumar Chowdary,Ramesh-Gopi (dialogues),Jagapathi Babu,Kalyani,Chakri,S.K.A. Bhupathi,Marthand K. Venkatesh,Sri Keerthi Creations,April,Telugu,1
Action,2.1,83.0,Swarna Subba Rao,Konda Krishnam Raju,M. Ratnam (dialogues),Nandamuri Balakrishna,Laya,Koti,V. S. R. Swamy,Kotagiri Venkateswara Rao,Aditya Productions,December,Telugu,1
Others,3.7,83.0,Anji Seenu,Devireddy Srikar Reddy,Gangotri Viswanath,Rajendra Prasad,Preeti Jhangiani,Ghantadi Krishna,Vijay C Kumar,K. V. Krishna Reddy,Jagadish Cine Makers[1],November,Telugu,2
Comedy,4.9,83.0,K. Vasu,Allu Aravind,Chintapalli Ramana,Srikanth,Prabhu Deva,Ghantadi Krishna,Jayaram,Marthand K. Venkatesh,Siri Media Arts,August,Telugu,2
Others,6.0,83.0,Tejas Dhanraj,Wg Cdr. Ramesh,Others,Prabhu Deva,Siddhu,Shambhu Prasad,Others,Others,Applause Entertainment AP Pvt Ltd,February,Telugu,8
Comedy,8.3,92.0,Trivikram Srinivas,D. Kishore,Trivikram Srinivas,Mahesh Babu,Trisha Krishnan,Mani Sharma,K. V. Guhan,Sreekar Prasad,Jayabheri Arts,August,Telugu,1
Comedy,5.1,65.0,Puri Jagannadh,Nagarjuna Akkineni,Puri Jagannadh,Nagarjuna Akkineni,Anushka Shetty,Sandeep Chowta,Shyam K. Naidu,Marthand K. Venkatesh,Annapurna Studios,July,Telugu,1
Action,6.7,80.0,Boyapati Srinu,Dil Raju,Boyapati Srinu,Ravi Teja,Arjan Bajwa,Devi Sri Prasad,Others,Marthand K. Venkatesh,Sri Venkateswara Creations,May,Telugu,3
Romance,7.7,89.0,Prabhu Deva,M.S. Raju,Paruchuri Brothers,Siddharth Narayan,Trisha Krishnan,Devi Sri Prasad,Venu,K.V. Krishna Reddy,Sumanth Art Productions,January,Telugu,0
Romance,6.1,69.0,A. Karunakaran,Aswani Dutt,Kona Venkat,Pawan Kalyan,Shriya Saran,Mani Sharma,Others,Kotagiri Venkateswara Rao,Others,January,Telugu,3
Action,6.8,83.0,Surender Reddy,Nandamuri Janaki Ram,Surender Reddy,Kalyan Ram,Sindu Tolani,Mani Sharma,Ram Prasad,Gowtham Raju,N.T.R. Arts,May,Telugu,2
Romance,6.1,84.0,Krishna Vamsi,Venkatraju,Krishna Vamsi,Prabhas,Charmy Kaur,Chakri,Ram Prasad,Others,Others,March,Telugu,4
Action,7.7,82.0,S.S.Rajamouli,B. V. S. N. Prasad,M. Ratnam (Dialogue),Prabhas,Shriya Saran,M. M. Keeravani,K. K. Senthil Kumar,Kotagiri Venkateswara Rao,Sri Venkateswara Cine Chitra,September,Telugu,0
Comedy,3.6,83.0,K. Raghavendra Rao,Others,Others,Nitin,Trisha Krishnan,M. M. Keeravani,Others,Others,Others,September,Telugu,7
Drama,6.1,76.0,Muppalaneni Shiva,R. B. Choudary,Paruchuri Brothers,Venkatesh,Srikanth,S.A. Rajkumar,B. Balamurugan,Nandamuri Hari,Super Good Films,February,Telugu,0
Action,5.8,81.0,V.V. Vinayak,M. Satyanarayana Reddy,V.V. Vinayak,Allu Arjun,Gowri Munjal,Devi Sri Prasad,Chota K. Naidu,Gowtham Raju,Others,April,Telugu,2
Action,3.2,65.0,B. Gopal,Chengala Venkat Rao,P. Ravi Shankar,Jr. NTR,Amisha Patel,Mani Sharma,Others,Kotagiri Venkateswara Rao,Others,May,Telugu,3
Drama,4.1,83.0,Kuchipudi Venkat,Kunduru Ramana Reddy,Kuchipudi Venkat (dialogues ),Navdeep,Poonam Bajwa,Swaraj,Sameer Reddy,Srikar Prasad,Abhisatvika Creations,October,Telugu,2
Comedy,5.9,89.0,K. Vijaya Bhaskar,C. Ashwani Dutt,Trivikram Srinivas,Chiranjeevi,Sameera Reddy,Mani Sharma,Others,Kotagiri Venkateswara Rao,Others,December,Telugu,3
Drama,5.7,86.0,Rasool Ellore,Mallidi Satyanarayana Reddy,Rasool Ellore,Ravi Teja,Shriya Saran,Chakri,Others,Others,Others,October,Telugu,4
Romance,7.1,84.0,Deva Katta,Ravi Vallabhaneni,Deva Katta,Raja,Parvati Melton,Mahesh Shankar,Raja Rathnam,Others,Others,November,Telugu,3
Comedy,4.4,84.0,Srinu Vytla,Allu Aravind,Kona Venkat,Chiranjeevi,Rimi Sen,Devi Sri Prasad,Others,Marthand K. Venkatesh,Others,June,Telugu,2
Drama,2.7,83.0,Jayanth C. Paranjee,M. R. V. Prasad,Paruchuri Brothers,Nandamuri Balakrishna,Katrina Kaif,Mani Sharma,Ajayan Vincent,Marthand K. Venkatesh,P. B. R. Art Productions,October,Telugu,2
Action,6.6,95.0,Paruchuri Murali,ML Kumar Chowdary,Ramesh,Gopichand,Gowri Pandit,Kalyani Malik,Vijay C Kumar,Marthand K Venkatesh,Sri Keerthi Creations,August,Telugu,0
Horror,8.1,83.0,Chandra Sekhar Yeleti,Gangaraju Gunnam,Gangaraju Gunnam (dialogues),Jagapati Babu,Charmme Kaur,M.M. Keeravani,Sarvesh Murari,Mohan,Just Yellow Media,June,Telugu,1
Romance,3.6,74.0,Vara Mullapudi,A. Bharati,K. V. Vijayendra Prasad,Jr. NTR,Shriya Saran,Devi Sri Prasad,Others,Kotagiri Venkateswara Rao,Others,January,Telugu,3
Romance,3.6,70.0,E. V. V. Satyanarayana,E. V. V. Satyanarayana,E. V. V. Satyanarayana,Aryan Rajesh,Allari Naresh,Koti,Srinivasa Reddy,Nagi Reddy,EVV CInema,August,Telugu,1
Comedy,4.1,83.0,Venky,Vakada Anjan Kumar,Venky,Raja,Shriya,Kabuli,Others,Others,Others,September,Telugu,6
Romance,3.6,77.0,Teja,Sudhakar Reddy,Teja,Nitin,Raima Sen,Anup Rubens,Others,Others,Others,February,Telugu,4
Comedy,6.1,83.0,E.V.V. Satyanarayana,Sridhar Lagadapati,Others,Aryan Rajesh,Deepika,Kamalakar,V Srinivasa Reddy,Others,Larsco Entertainments,January,Telugu,5
Family,3.6,73.0,Ramesh Varma,Chanti Addala,Vardineedi Suresh Babu (dialogues ),Tarun,Raja,Devi Sri Prasad,Arjun Jana,Krishna Reddy,Friendly Movies,July,Telugu,1
Action,5.1,74.0,V. Samudra,Anasuya Devi,Polur Ghatikachalam,Sumanth,Anushka Shetty,Kriishanmohan,Vasu,Nandamuri Hari,Others,December,Telugu,3
Action,7.3,83.0,Dasarath,Lakshmi Prasanna,Dasarath,Manoj Manchu,Tamannaah,Sandeep Chowta,Arun Kumar,Gowtam Raju,Sree Lakshmi Prasanna Pictures,December,Telugu,3
Action,3.1,83.0,K. Raghavendra Rao,C.Aswini Dutt,Paruchuri Brothers (dialogues),Venkatesh,Shriya Saran,Mani Sharma,K. Bhupati,Kotagiri Venkateswara Rao,Vyjayanthi Movies,April,Telugu,1
Thriller,7.1,79.0,Sekhar Suri,Sridhar Rao,Sekhar Suri,Rajiv Kanakala,Richard Rishi,Vijay Kurakula,Ramesh Krishna,Others,Others,July,Telugu,4
Action,7.7,83.0,Adi,Mohan Babu,Adi,Mohan Babu,Abbas,Sandeep Chowta,Mohan Chand,Gowtham Raju,Sree Lakshmi Prasanna Pictures,September,Telugu,3
Romance,6.0,83.0,V. N. Aditya,Potluri Phanindra Babu,Others,Navdeep,Ankitha,Kalyani Malik,J. Siva Kumar,Others,Others,February,Telugu,7
Comedy,6.7,83.0,Sabhapati,Valluripally Ramesh Babu,Veegesna Satish (story/dialogues),Jagapati Babu,Kalyani,Chakri,Sarath,Basva Paidireddy,Maharshi Cinema[1],February,Telugu,1
Action,6.0,83.0,Jonnalagadda Srinivasa Rao,M. Ramalinga Raju,Janardhan Maharshi (dialogues),Jagapati Babu,Rakshita,M. M. Keeravani,V. Jayaram,Kola Bhaskar,Roja Enterprises,June,Telugu,2
Tollywood,4.5,83.0,S. V. Krishna Reddy,R. R. Venkat,Janardhan Maharshi (dialogues ),Ali,Abhinayasri,S. V. Krishna Reddy,V Srinivas Reddy,V.Nagi Reddy,Others,April,Telugu,3
Others,6.6,83.0,Ranganath,Vemuri Ramakoteswara Rao,B. Nageswara Rao (dialogues),Sivaji Raja,Rathi,S. Raj Kiran,Others,Vemuri Ravi,Others,October,Telugu,5
Horror,8.2,92.0,S. Shankar,V. Ravichandran,Others,Vikram,Sadha,Harris Jayaraj,Ravi Varman,V. T. Vijayan,Aascar Films,June,Tamil,1
Horror,7.1,81.0,P. Vasu,Ramkumar Ganesan,Others,Rajinikanth,Prabhu,Vidyasagar,Sekhar V. Joseph,Suresh Urs,Sivaji Productions,April,Tamil,1
Romance,4.6,83.0,Ravi Babu,D. Suresh,Nivas (dialogues),Tarun,Arti Agarwal,Chakri,Loganathan Srinivasan,Anthony,Suresh Productions,March,Telugu,1
Comedy,5.8,77.0,Singeetam Srinivasa Rao,Kamal Haasan,Kamal Hassan,Kamal Haasan,Manisha Koirala,Ilayaraaja,R. Siddharth,Ashmith Kunder,Others,April,Tamil,2
Tollywood,6.4,83.0,Pendyala Venkata Rama Rao,Dande Srinivasa Rao,Gopi Venkatesh (dialogues),Rajendra Prasad,Damini,Sri,Prasad Murella,Basava Paidi Reddy,Sri Nilaya Pictures[1],April,Telugu,1
Action,7.5,92.0,A. R. Murugadoss,Salem Chandrasekharan,A. R. Murugadoss,Suriya,Asin,Harris Jayaraj,R. D. Rajasekhar,Anthony,Sri Saravanaa Creations,September,Tamil,0
Tollywood,6.0,83.0,K. B. Anand,BVSR. Chowdary,Others,Gopichand Lagadapati Dhanush.K.P,Sreeram Gokul,Seshu kumar.P,Ramana Salva,Mohana Ramarao,Surya Teja Films,July,Telugu,3
Romance,8.2,92.0,Bhaskar,Dil Raju,Bhaskar,Siddharth,Genelia D'Souza,Devi Sri Prasad,Vijay C Chakravarthy,Marthand K. Venkatesh,Sri Venkateswara Creations,August,Telugu,1
Comedy,7.9,86.0,Puri Jagannadh,Puri Jagannadh,Puri Jagannadh,Mahesh Babu,Ileana D'Cruz,Mani Sharma,Shyam K. Naidu,Marthand K. Venkatesh,Indira Productions,April,Telugu,1
Action,5.8,86.0,A. R. Murugadoss,Nagendra Babu,Paruchuri Brothers,Chiranjeevi,Trisha Krishnan,Mani Sharma,Chota K. Naidu,Anthony,Others,September,Telugu,1
Action,5.9,61.0,Surender Reddy,Valluripally Ramesh,Surender Reddy,N. T. Rama Rao Jr.,Sameera Reddy,Mani Sharma,Senthil Kumar,Gowtham Raju,Maharishi Cinema,July,Telugu,1
Comedy,7.7,81.0,S.S. Rajamouli,M. L. Kumar Chowdary,S. S. Rajamouli,Ravi Teja,Anushka Shetty,M. M. Keeravani,Sarvesh Murari,Kotagiri Venkateswara Rao,Others,June,Telugu,2
Action,5.2,84.0,Gunasekhar,Ashwini Dutt,Gunasekhar,Mahesh Babu,Trisha Krishnan,Harris Jayaraj,Balasubramaniem,A. Sreekar Prasad,Others,December,Telugu,2
Tollywood,7.7,92.0,Sekhar Kammula,G. V. G. Raju,Sekhar Kammula,Sumanth,Kamalinee Mukherjee,K. M. Radha Krishnan,Vijay C. Kumar,Marthand K. Venkatesh,Others,May,Telugu,2
Action,4.7,75.0,Dharani,A.M. Ratnam,Dharani (story & screenplay),Pawan Kalyan,Meera Chopra,Vidyasagar,S. Gopinath,V. T. Vijayan,Others,May,Telugu,2
Drama,7.2,81.0,K. Raghavendra Rao,Konda Krishnam Raju,J. K. Bharavi,Akkineni Nageswara Rao,Akkineni Nagarjuna,M. M. Keeravani,S. Gopal Reddy,A. Sreekar Prasad,Aditya Movies,March,Telugu,0
Romance,5.1,87.0,Y.V.S Chowdary,Y.V.S Chowdary,Y.V.S Chowdary(story & screenplay),Ram,Ileana D'Cruz,Chakri,Bharani K. Dharan,Kotagiri Venkateswara Rao,Others,January,Telugu,2
Action,3.9,83.0,Kanmani,Katragadda Lokesh,Kanmani,Sumanth,Charmme,Ramana Gogula,Jaswanth,Kotagiri Venkateswara Rao,Others,October,Telugu,4
Action,6.5,83.0,Krishna Vamsi,K.L. Narayana,Krishna Vamsi,Ileana D'Cruz,Jr. NTR,Devi Sri Prasad,S. Gopal Reddy,Shankar,Others,December,Telugu,1
Comedy,7.1,90.0,A. Karunakaran,Allu Aravind,Kona Venkat,Allu Arjun,Genelia D'Souza,Yuvan Shankar Raja,R. D. Rajasekhar,Anthony,Geetha Arts,January,Telugu,1
Comedy,5.2,83.0,S. V. Krishna Reddy,G. V. Prasad,Janardhan Maharshi,Rajendra Prasad,Srikanth,S. V. Krishna Reddy,Arun Kumar,K. V. Krishna Reddy,Damini Entertainments Pvt Ltd[1],January,Telugu,1
Drama,4.3,83.0,N.Shankar,Sudhakar Reddy,N.Shankar,Nitin,Genelia D'Souza,Yuvan Shankar Raja,JK,Goutam Raju,Sri Venkataramana Pictures,March,Telugu,3
Comedy,5.6,83.0,Sivakumar,Alexander Vallabha,Kona Venkat (dialogues),Akkineni Nageswara Rao,Siddharth,Chakri,Sameer Reddy,A. Sreekar Prasad,Creative Commercials,January,Telugu,1
Action,4.9,84.0,Bhimaneni Srinivasa Rao,Paras Jain,Perarasu,Pawan Kalyan,Asin Thottumkal,Ramana Gogula,Sethu Sriram,Gowtham Raju,Others,December,Telugu,2
Comedy,3.5,58.0,Amma Rajasekhar,B. V. S. N. Prasad,Amma Rajasekhar,Ravi Teja,Ileana D'Cruz,M. M. Keeravani,Santosh srinivas,Kotagiri Venkateswara Rao,Others,December,Telugu,2
Drama,5.2,83.0,S. V. Krishna Reddy,R. R. Venkat,Janardhana Maharshi (story),Others,Others,C. Vijay Kumar,K. V. Krishna Reddy,Others,Others,May,Telugu,7
Comedy,5.3,83.0,Nidhi Prasad,Raju & Praveen,L. B. Sriram (dialogues),Rajendra Prasad,Richard Rishi,Chakri,Sarath,Shankar,Silver Screen Movies,November,Telugu,1
Comedy,5.3,83.0,Vijayendra Prasad,D. Ramanaidu,Others,Srikanth,Venu Thottempudi,M. M. Srilekha,Ravindra Babu,Marthand K. Venkatesh,Suresh Productions,May,Telugu,4
Action,5.9,83.0,Anil Krishna,Kosaraju Hari,Anil Krishna,Nandamuri Kalyan Ram,Diya,Chakri,Bhupesh R. Bhupathi,Gautham Raju,Others,February,Telugu,3
Comedy,5.8,76.0,EVV Satyanarayana,EVV Satyanarayana,EVV Satyanarayana,Allari Naresh,Geetha Singh,Sathyam,Jayaram,Gautam Raju,E. V .V. Cinema,May,Telugu,2
Drama,7.2,83.0,Gangaraju Gunnam,Urmila Gunnam,Gangaraju Gunnam,Sharwanand,Shriya Reddy,M. M. Keeravani,Sandeep Gunnam,Mohan Rama Rao,Others,July,Telugu,4
Action,4.1,83.0,Ram Gopal Varma,Ram Gopal Varma,Others,Mohit Ahlawat,Nisha Kothari,Ilaiyaraaja,Amal Neerad,Others,RGV Film Factory,September,Hindi,5
Action,4.1,83.0,Y. Suresh,Others,Others,Srikanth,Vadde Naveen,Chakri,Others,Others,Others,December,Telugu,8
Action,7.4,83.0,Ravi C Kumar,R. R. Venkat,Ravi C Kumar,Jagapati Babu,Kamna Jethmalani,Vandemataram Srinivas,Vijay C. Kumar,K.V Krishna Reddy,R.R. Movie Makers,October,Telugu,2
Tollywood,5.8,86.0,Raghava Lawrence,Lagadapati Sirisha Sridhar,Kulashekar (Telugu dialogues),Prabhu Deva,Raghava Lawrence,Mani Sharma,Kabir Lal,Marthand K. Venkatesh,Larsco Entertainments,January,Telugu,0
Tollywood,5.2,83.0,Ram Prasad,Mohan Babu,Ram Prasad (screenplay),Mohan Babu,Vishnu Manchu,Joshua Sridhar,Balamurugan,Gowtam Raju,Others,August,Telugu,3
Drama,6.2,83.0,Madan,Madan,Madan (story / Screenplay / dialogues),Jagapati Babu,Priyamani,Agashtya,T. Surendra Reddy,Nandamuri Hari.,Aa Naluguru Films,December,Telugu,2
Romance,7.5,83.0,Shanti Kumar,Shanti Kumar,Others,Gopichand Lagadapati,Manish Dayal,Joy Kelvin,Suresh Rohin,Nagi Reddy,Trinity International,August,Telugu,2
Comedy,4.9,83.0,Janardhana Maharshi,Polisetti Rambabu,Nivas,Allari Naresh,Gowri Munjal,Koti,V. Srinivasa Reddy,Kotagiri Venkateswara Rao,RS Films,November,Telugu,1
Musical,7.2,90.0,Rajnesh Domalpalli,Latha R. Domalapalli,Rajnesh Domalpalli,Mamatha Bhukya,Music by,Indira Amperiani,Milton Kam,Rajnesh Domalpalli,Others,September,Telugu,2
Thriller,6.0,83.0,G. Neelakanta Reddy,G. Neelakanta Reddy,G. Neelakanta Reddy,Ajay Varma,Kota Srinivasa Rao,Vijay Kurakula,PG Vinda,V. Nagi Reddy,BLue Sky Films,June,Telugu,4
Tollywood,6.0,83.0,Priyadarshini Ram,Siddhartha & Sarada.,Priyadarshini Ram,Priyadarshini Ram,Bharat,Prasanth K.,Surendra Reddy,Others,Others,February,Telugu,6
Action,7.6,83.0,Suresh Krishna,Raju Harwani,Paruchuri Brothers (Dialogues),Vishnu Manchu,Anushka Shetty,S. A. Rajkumar,B. Bala Murugan,Gautham Raju,Others,June,Telugu,4
Comedy,7.9,95.0,Sekhar Kammula,Sekhar Kammula,Sekhar Kammula,Varun Sandesh,Tamanna Bhatia,Mickey J Meyer,Vijay C Kumar,Marthand K. Venkatesh,Amigos Creations,September,Telugu,2
Action,5.4,88.0,Boyapati Srinu,D.Suresh Babu,Paruchuri Brothers (dialogues),Venkatesh,Nayantara,Devi Sri Prasad,B. Balamurugan,Marthand K. Venkatesh,Others,October,Telugu,1
Action,6.1,84.0,Puri Jagannadh,DVV Danayya,Puri Jagannadh,Allu Arjun,Hansika Motwani,Chakri,Shyam K. Naidu,Marthand K. Venkatesh,Others,January,Telugu,2
Comedy,7.4,89.0,S.S. Rajamouli,Urmila Gunnam,M. Ratnam (Dialogue),Jr. NTR,Priyamani,M. M. Keeravani,K. K. Senthil Kumar,Kotagiri Venkateswara Rao,Viswamitra Creations,August,Telugu,0
Action,5.3,82.0,Puri Jagannadh,C. Ashwini Dutt,Puri Jagannadh,Ram Charan Teja,Neha Sharma,Mani Sharma,Shyam K. Naidu,Sai Baba,Others,September,Telugu,2
Action,7.5,86.0,S. Shankar,M. S. Guhan,Sujatha Rangarajan (dialogue),Rajinikanth,Shriya Saran,A. R. Rahman,K. V. Anand,Anthony Gonsalves,AVM Studios,June,Tamil,0
Comedy,7.4,87.0,Sri Raghava,N. V. Prasad,Ramesh-Gopi (dialogues),Venkatesh,Trisha,Yuvan Shankar Raja,B.Balamurugan,Kola Bhaskar,Sri Sai Deva Productions,April,Telugu,0
Bollywood,6.3,84.0,Srivass,Nallamalupu Srinivas (Bujji),M. Ratnam (dialogues),Gopichand,Jagapati Babu,Mani Sharma,Sekhar V. Joseph,Gautham Raju,Sri Lakshmi Narasimha Productions,July,Telugu,0
Comedy,7.8,79.0,Srinu Vytla,Kurva Shankar Yadav,Kona Venkat (Dialogue),Manchu Vishnu,Genelia D'Souza,Chakri,Prasad Murella,Marthand K Venkatesh,Others,April,Telugu,2
Action,4.7,74.0,V.V. Vinayak,P. Ravidranath Reddy,Rajendra Kumar (dialogues),Prabhas,Nayantara,Ramana Gogula,Sameer Reddy,Gowtham Raju,Others,January,Telugu,2
Romance,4.8,56.0,V. N. Aditya,M. S. Raju,Harish Shankar,Ileana D'Cruz,Siddharth Narayan,Devi Sri Prasad,Chota K. Naidu,Others,Sumanth Art Productions,May,Telugu,3
Bollywood,6.6,87.0,Sukumar,Aditya Babu,Sukumar,Ram,Isha Sahani,Devi Sri Prasad,R. Rathnavelu,A. Sreekar Prasad,Others,March,Telugu,2
Comedy,5.2,78.0,Prabhu Deva,Akkineni Ravishankar,Paruchuri Brothers (dialogues),Chiranjeevi,Srikanth,Devi Sri Prasad,Chota K. Naidu,Marthand K Venkatesh,Others,July,Telugu,2
Comedy,6.6,78.0,Srinu Vaitla,D.V.V. Danayya,Srinu Vaitla,Ravi Teja,Nayantara,Mani Sharma,Bharani K. Dharan,Varma,Others,June,Telugu,3
Action,5.7,86.0,Surender Reddy,Ronnie Screwvala,Vakkantham Vamsi,Mahesh Babu,Amrita Rao,Mani Sharma,Sameer Reddy,Gowtham Raju,UTV Motion Pictures,October,Telugu,1
Drama,5.6,83.0,K. Shahjahan,R. B. Choudary,Others,Tarun Kumar,Jai Akash,S. A. Rajkumar,R. Madhi,V. Jaishankar,Super Good films,November,Telugu,3
Tollywood,5.7,83.0,K. Vijaya Bhaskar,Sravanthi Ravi Kishore,James Albert,Sumanth,Ravi Varma,Koti,Others,Sreekar Prasad,Sri Sravanthi Movies,April,Telugu,4
Tollywood,7.3,90.0,Ravi Babu,Ravi Babu,Others,Bhumika Chawla,Abbas,Sekhar Chandra,Sudhakar Reddy,Marthand K. Venkatesh,Flying Frogs,December,Telugu,3
Action,2.4,83.0,P. Vasu,Vakada Appa Rao,Thotapalli Madhu,Nandamuri Balakrishna,Sneha,Guru Kiran,Sekhar V Joseph,Suresh Aars,Sri Lalitha Kalanjali Productions,February,Telugu,1
Action,7.3,94.0,Chandra Sekhar Yeleti,Cherry,Koratala Siva (dialogues),Gopichand,Neha Jhulka,M. M. Keeravani,Jaya Krishna Gummadi,Mohan Rama Rao,Clap Productions,March,Telugu,0
Comedy,4.3,78.0,S.V.Krishna Reddy,Kodi Nagarjuna,S. V. Krishna Reddy,Venu Thottempudi,Sangeetha,S. V. Krishna Reddy,M. Jawahar Reddy,K. V. Krishna Reddy,Others,June,Telugu,2
