Year,Movie,Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Screenplay by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Running time,Language
2012,Avunu,Horror,6.8,78%, Ravi Babu , Ravi Babu ,,, Poorna , Harshvardhan Rane , Sekhar Chandra , Sudhakar Reddy ,, Flying Frogs ,21-September-2012,, Telugu 
2012,Adhinayakudu,Action,4.1,66%, Paruchuri Murali , M. L. Padma Kumar Chowdhary , Paruchuri Murali ,, Nandamuri Balakrishna , Jayasudha , Kalyani Malik , T. Surender Reddy , Kotagiri Venkateswara Rao , Sree Keerthi Creations ,1-June-2012, 151 mins , Telugu 
2012,Yeto Vellipoyindhi Manasu,Romance,7.3,94%, Gautham Menon , Gautham Menon , Kona Venkat (Dialogue) , Reshma Ghatala , Nani , Samantha akkineni , Ilaiyaraaja , M. S. Prabhu , Anthony , Photon Kathaas ,14-December-2012,, Telugu 
2012,Routine Love Story,Romantic comedy,6.2,88%, Praveen Sattaru , Chanakya Booneti , Praveen Sattaru ,, Sundeep Kishan , Regina Cassandra , Mickey J. Meyer , Suresh Bhargav , Dharmendra ,,23-November-2012,, Telugu 
2012,Nippu,Comedy,3.7,75%, Gunasekhar , YVS Chowdary , Gunasekhar ,, Ravi Teja , Deeksha Seth , S. Thaman , Sarvesh Murari , Goutham Raju ,,17-February-2012, 157 minutes , Telugu 
2012,Andala Rakshasi,Romance,7/1,90%, Hanu Raghavapudi , Sai Korrapati , Hanu Raghavapudi , Hanu Raghavapudi , Naveen Chandra , Rahul Ravindran , Radhan , Murali G , Chandrasekhar G. V. , Varahi Chalana Chitram ,10-August-2012,, Telugu 
2012,Dhamarukam,Action,5.5,78%, Srinivasa Reddy , Venkat , Srinivasa Reddy ,, Akkineni Nagarjuna , Anushka Shetty , Devi Sri Prasad , Chota K. Naidu , Gautham Raju , R. R. Movie Makers ,23-November-2012, 157 min , Telugu 
2012,Devaraya,Bollywood,3.6,, Rajulapati Venkata Krishna Rao (Nani Krishna) , Kiran Jakkam Shetty , Veerababu Basina , Ravireddy Mallu , Srikanth , Meenakshi Dixit , Chakri , Poorna , Navin Nooli ,,7-December-2012, 131 minutes , Telugu 
2012,Sudigaadu,Comedy,5.7,83%, Bhimaneni Srinivasa Rao , Chandrasekhar D Reddy , C. S. Amudhan ,, Allari Naresh , Monal Gajjar , Sri vasanth , Vijay Ulaganath , Gowtham Raju , Arundathi Movies ,24-August-2012,, Telugu 
2012,Denikaina Ready,Comedy,7/1,85%, G.Nageswara Reddy , Mohan Babu , Marudhuri Raja (dialogues) , Gopimohan , Vishnu Manchu , Hansika Motwani , Yuvan Shankar Raja (2 Songs) , Siddharth , M. R. Varma , 24 Frames Factory ,24-October-2012,, Telugu 
2012,Daruvu,Action,4.9,83%, Siva , Burugupalli Siva Rama Krishna , Ramesh Gopi , Siva , Ravi Teja , Taapsee Pannu , Vijay Antony , Vetri , Gautham Raju , Sri Venkateswara Entertainments ,25-May-2012, 155 minutes , Telugu 
2012,Mithunam,Drama,7.4,90%, Tanikella Bharani , Anand Muyida Rao , Sri Ramana , Tanikella Bharani , S. P. Balasubrahmanyam , Lakshmi , Swaraveenapani , Rajendra Prasad Tanikella , S. B. Uddhav ,,21-December-2012,, Telugu 
2012,Yamudiki Mogudu: Ee Nela Thakkuvodu,Tollywood,5.6,, E. Satti Babu , Chanti Addala , Krantti Reddy Ssakinala , E. Satti Babu , Allari Naresh , Richa Panai , Koti , Ravindra Babu , Gautham Raju , Friendly Movies ,27-December-2012, 157 minutes , Telugu 
2012,Bodyguard,Comedy,5.2,, Gopichand Malineni , Bellamkonda Suresh , Kona Venkat , Gopichand Malineni , Venkatesh , Trisha , S. Thaman , Shyam K. Naidu , Gautham Raju , Sri Sai Ganesh Productions ,14-January-2012, 155 minutes , Telugu 
2012,Shirdi Sai,Tollywood,7/1,81%, K. Raghavendra Rao , Mahesh Reddy , Paruchuri Brothers (dialogues) , K. Raghavendra Rao , Akkineni Nagarjuna , Srikanth , M. M. Keeravani , S. Gopal Reddy , Sravan Katikaneni , AMR Sai Krupa Entertainments ,6-September-2012, 142 minutes , Telugu 
2012,Thuppakki,Action,7.9,90%, AR Murugadoss , S. Thanu , AR Murugadoss ,, Vijay , Kajal Aggarwal , Harris Jayaraj , Santosh Sivan , A. Sreekar Prasad , V Creations ,13-November-2012, 180 minutes , Tamil 
2012,Naa Ishtam,Drama,3.6,83%, Prakash Tholeti , Paruchuri Kiriti , Kona Venkat ,, Rana Daggubati , Genelia D'Souza , Chakri , Venkat Prasad , Kotagiri Venkateswara Rao[1] , United Movies ,23-March-2012,, Telugu 
2012,Tuneega Tuneega,Romance,5.7,85%, M. S. Raju , Maganti Ramchandran , Paruchuri Brothers (dialogues) ,, Sumanth Ashwin , Rhea Chakraborty , Karthik Raja , S. Gopal Reddy , K. V. Krishna Reddy , Padmini Arts ,20-July-2012,, Telugu 
2012,Mr. Nookayya,Comedy,6.7,86%, Ani Kanneganti , D. S. Rao , Paruchuri Brothers (dialogues) , Ani Kanneganti , Manoj Manchu , Kriti Kharbanda , Yuvan Shankar Raja , B. Rajasekar ,, Shri Shailendra Cinemas ,8-March-2012, 140 minutes , Telugu 
2012,Uu Kodathara? Ulikki Padathara?,Drama,5.5,, Sekhar Raja , Lakshmi Manchu , Lakshmi Bhupal (dialogues) , Sekhar Raja , Nandamuri Balakrishna , Manoj Manchu , VidyaSagar , B. Rajasekar , M. R. Varmaa , Manchu Entertainment ,27-July-2012, 134 minutes , Telugu 
2012,Srimannarayana,Drama,4.6,, Ravi Chavali , Ramesh Puppala , Ravi Chavali ,, Nandamuri Balakrishna , Parvati Melton , Chakri , T. Surender Reddy[1] , Gautham Raju , Yellow Flowers ,30-August-2012,, Telugu 
2012,Neeku Naaku Dash Dash,Romance,6.4,, Teja , Anand Prasad , Teja ,, Prince Cecil , Nanditha Raj , Yaswanth Nag , Rassol , Kotagiri Venkateswara Rao , Bhavya Creations ,2012,, Telugu 
2012,Yamaho Yama,Comedy,3.2,, Y. Jitender , G. Vijay Kumar , Y. Jitender ,, Sairam Shankar , Parvati Melton , Mahathi , Bharani K Dharan , Marthand K. Venkatesh ,,14-December-2012, 142 minutes , Telugu 
2012,Kumki,Tamil cinema,7.1,81%, Prabu Solomon , N. Lingusamy , Prabhu Solomon ,, Vikram Prabhu , Lakshmi Menon , D. Imman , M. Sukumar , L.V.K. Doss , Thirupathi Brothers ,14-December-2012, 148 mins , Tamil 
2012,Mythri,Thriller,6.4,, Surya Raju , Rajesh Kumar , Surya Raju ,, Navdeep , Sadha , Vikas , sleva kumar , vinay , Hanu Cine Creations ,30-November-2012, 123 minutes , Telugu 
2012,Shiva Manasulo Shruti,Comedy,6.9,, Tatineni Satya , Vikram Raju , Nandyala Ravi (Dialogue) , Tatineni Satya , Sudheer Babu , Regina Cassandra , V. Selvaganesh and Yuvan Shankar Raja (BGM) , Chitti Babu , Sathish Suriya , Vega Entertainment Pvt Ltd ,10-February-2012,, Telugu 
2012,Lovely,Romance,5.5,82%, B. Jaya , R. R. Venkat , B. Jaya ,, Aadi , Shanvi , Anoop Rubens , S. Arun Kumar , B. Jaya , R. R. Movie Makers ,30-March-2012,, Telugu 
2012,Ko Antey Koti,Comedy,3/5,, Anish Kuruvilla , Sharwanand ,,, Sharwanand , Priya Anand , Shakti Kanth , Erukulla Rakesh ,, Sarvaa Arts ,28-December-2012,, Telugu 
2012,Onamalu,Drama,8.1,, Kranthi Madhav , Kranthi Madhav , Mohd Khadeer Babu (dialogues) , Kranthi Madhav , Rajendra Prasad , Kalyani , Koti , Hari Anumolu , Gautham Raju , Sunshine Cinema[1] ,27-June-2012, 121 mins , Telugu 
2012,Billa 2,Action,6.3,77%, Chakri Toleti , Sunir Kheterpal , Jaffer Mohammed , Chakri Toleti , Ajith Kumar , Parvathy Omanakuttan , Yuvan Shankar Raja , R. D. Rajasekhar , Suresh Urs , Wide Angle Creations ,13-July-2012, 132 minutes , Tamil 
2012,Genius,Tollywood,,81%, Ohmkkar , Dasari Kiran Kumar ,, Vissu , Havish , Sanusha , Joshua Sridhar , Diwakar Raghunathan , M R Varmaa , Ramadhootha Creations ,28-December-2012,, Telugu 
2013,Seethamma Vakitlo Sirimalle Chettu,Comedy,7.6,87%, Srikanth Addala , Dil Raju , Srikanth Addala , Srikanth Addala , Daggubati Venkatesh , Mahesh Babu , Mickey J Meyer , K. V. Guhan , Marthand K. Venkatesh , Sri Venkateswara Creations ,11-January-2013, 159 mins , Telugu 
2013,Atharintiki Daaredi,Comedy,7.2,84%, Trivikram Srinivas , B. V. S. N. Prasad , Trivikram Srinivas ,, Pawan Kalyan , Samantha Akkineni , Devi Sri Prasad , Prasad Murella , Prawin Pudi , Sri Venkateswara Cine Chitra ,27-September-2013, 175 minutes , Telugu 
2013,Mirchi,Action,7.2,85%, Koratala Siva , V. Vamsi Krishna Reddy , Koratala Siva ,, Prabhas , Sathyaraj , Devi Sri Prasad , Madhi , Kotagiri Venkateswara Rao , UV Creations ,8-February-2013, 150 minutes , Telugu 
2013,Baadshah,Comedy,6.5,83%, Sreenu Vaitla , Bandla Ganesh ,, Sreenu Vaitla , N. T. Rama Rao Jr. , Kajal Aggarwal , S. Thaman , K. V. Guhan , M. R. Varma , Parameswara Art Productions ,5-April-2013, 164 minutes[3] , Telugu 
2013,Naayak,Action,5.5,84%, V. V. Vinayak , DVV Danayya,, Akula Siva , Ram Charan , Kajal Aggarwal , S. Thaman , Chota K. Naidu , Gautham Raju , Universal Media ,9-January-2013, 152 minutes , Telugu 
2013,Gunde Jaari Gallanthayyinde,Drama,7.2,74%, Vijay Kumar Konda , Nikitha Reddy ,, Harsha Vardhan , Nitin , Nithya Menen , Anoop Rubens , I. Andrew , Prawin Pudi , Shresht Movies ,19-April-2013, 153 minutes , Telugu 
2013,Prema Katha Chitram,Horror,7.2,88%, J Prabhakar Reddy , Maruthi , Maruthi Dasari[1] ,, Sudheer Babu , Nanditha , J.B. , J. Prabhakara Reddy , S. B. Uddhav ,,7-June-2013, 130 mins , Telugu 
2013,Sahasam,Action,6.6,84%, Chandra Sekhar Yeleti , B. V. S. N. Prasad , Prashanth , Chandra Sekhar Yeleti[1] , Gopichand , Taapsee Pannu , Sri , Shamdat ,, Sri Venkateswara Cine Chitra ,12-July-2013, 160 mins , Telugu 
2013,Swamy Ra Ra,Crime Fiction,7.4,92%, Sudheer Varma , Chakri Chigurupati ,,, Nikhil Siddharth , Swathi Reddy , Sunny M.R. , Richard Prasad , Kartika Srinivas[1] , Lakshmi Narasimha Entertainments ,23-March-2013, 120 minutes [2] , Telugu 
2013,Iddarammayilatho,Comedy,5.6,88%, Puri Jagannadh , Bandla Ganesh ,, Puri Jagannadh , Allu Arjun , Amala Paul , Devi Sri Prasad , Amol Rathod ,, Parameswara Art Productions ,31-May-2013, 143 minutes , Telugu 
2013,Balupu,Action,6.1,87%, Gopichand Malineni , Prasad Vara Potluri , Kona Venkat ,, Ravi Teja , Shruti Haasan , S. Thaman , Jayanan Vincent , Gautham Raju , PVP cinema ,28-June-2013, 159 mins , Telugu 
2013,Venkatadri Express,Comedy,7/1,90%, Merlapaka Gandhi[1] , Gemini Kiran , Merlapaka Gandhi and Sheik Dawood G ,, Sundeep Kishan , Rakul Preet Singh , Ramana Gogula , Chota K. Naidu , Gautham Raju , Anandi Art Creations ,29-November-2013,, Telugu 
2013,Ramayya Vasthavayya,Drama,5.2,75%, Harish Shankar , Dil Raju ,, Satish Vegesna , N. T. Rama Rao Jr. , Samantha Ruth Prabhu , S. Thaman , Chota K. Naidu , Gautham Raju , Sri Venkateswara Creations ,11-October-2013, 159 minutes , Telugu 
2013,Uyyala Jampala,Romance,7.3,85%, Virinchi Varma , Daggubati Suresh Babu , Virinchi Varma ,, Raj Tarun , Avika Gor , Sunny M.R. , Vishwa D. B. , Marthand K. Venkatesh , Sun Shine Cinemas ,25-December-2013, 124 minutes , Telugu 
2013,Tadakha,Action,5.7,80%, Kishore Kumar Pardasani (Dolly) , Bellamkonda Ganesh , N. Linguswamy ,, Naga Chaitanya , Sunil , S. Thaman , Arthur A. Wilson , Gautham Raju , Sri Sai Ganesh Productions ,10-May-2013, 147 minutes , Telugu 
2013,Zanjeer,Action,3.2,74%, Apoorva Lakhia , Reliance Entertainment Puneet Prakash Mehra , Chintan Gandhi (Hindi dialogues) , Suresh Nair , Ram Charan Teja , Priyanka Chopra , Songs: , Gururaj R. Jois , Chintu Singh , Prakash Mehra Productions ,6-September-2013, 138 minutes , Hindi 
2013,Bhai,Tollywood,3.4,75%, Veerabhadram[1] , Nagarjuna Akkineni[2] , Ratna Babu , Veerabhadram , Nagarjuna Akkineni , Richa Gangopadhyay , Devi Sri Prasad , Sameer Reddy , Karthika Srinivas , Annapurna Studios ,25-October-2013, 154 mins , Telugu 
2013,Potugadu,Comedy,6.4,59%, Pavan Wadeyar , Sireesha Lagadapati ,, Pavan Wadeyar , Manoj Manchu , Sakshi Chaudhary , Achu Rajamani , Srikanth , M. R. Varmaa , Ramalakshmi Cine Creations ,September-14, 125 mins , Telugu 
2013,Doosukeltha,Comedy,7.6,86%, Veeru Potla , Mohan Babu ,, Veeru Potla , Vishnu Manchu , Lavanya Tripathi , Mani Sharma , Sarvesh Murari , Marthand K. Venkatesh , 24 Frames Factory ,17-October-2013,, Telugu 
2013,Kevvu Keka,Comedy,5.3,74%, Devi Prasad , Boppana Chandrasekhar , Satish Vegesna (dialogues) , Devi Prasad , Allari Naresh , Sharmiela Mandre , Bheems Ceciroleo , Adusumilli Vijay Kumar , Hari Nandamuri , Jahnavi Productions ,19-July-2013,, Telugu 
2013,Mr. Pellikoduku,Comedy,5.2,, Devi Prasad , N. V. Prasad , Himanshu Sharma ,, Sunil , Isha Chawla , S. A. Rajkumar , Sameer Reddy , Nandamuri Hari ,,1-March-2013,, Telugu 
2013,Prema Ishq Kaadhal,Comedy,7/1,87%, Pavan Sadineni , Bekkam Venugopal ,, Pavan Sadineni , Harshvardhan Rane , Ritu Varma , Shravan Bharadwaj , Karthik Ghattamaneni ,, Lucky Media ,6-December-2013,, Telugu 
2013,Jagadguru Adi Shankara,Drama,7.9,86%, J. K. Bharavi , Nara Jaya Sri Devi , J. K. Bharavi (story/screenplay/dialogues) ,, Chiranjeevi , Kaushik Babu , Nag Sri Vatsa , S. Gopal Reddy , Gautham Raju , Global Peace Creators ,15-August-2013, 130 minutes , Telugu 
2013,Greeku Veerudu,Romantic comedy,4.7,75%, Dasarath , D Siva Prasad Reddy , Dasarath (dialogues) , Hari , Nagarjuna Akkineni , Nayantara , S. Thaman , Anil Bandhari , Marthand K. Venkatesh , Kamakshi Movies ,3-May-2013, 155 mins , Telugu 
2013,Om 3D,Action,5.3,, Sunil Reddy , Nandamuri Taraka Advitha , Sunil Reddy ,, Nandamuri Kalyan Ram , Kriti Kharbanda , Achu Rajamani , Ajayan Vincent , Gowtham Raju ,,19-July-2013, 125 mins , Telugu 
2013,Sukumarudu,Drama,5.6,81%, G. Ashok , K. Venugopal ,,, Aadi , Nisha Aggarwal , Anoop Rubens , Sai Sreeram , Praveen Pudi , Sri Soudhamini Creations ,10-May-2013,, Telugu 
2013,Gundello Godari,Romance,5.3,64%, Kumar Nagendra , Lakshmi Manchu ,,, Aadhi Pinisetty , Lakshmi Manchu , Ilaiyaraaja , M.R.Palanikumaar ,, Manchu Entertainment ,8-March-2013, 131 minutes , Telugu 
2013,Chammak Challo,Tollywood,5.8,, G. Neelakanta Reddy ,,,, Varun Sandesh , Sanchita Padukone , Kiran Varanasi , Ranganath Gogineni , Nagi Reddy ,,15-Feb-2013,, Telugu 
2013,Adda,Tollywood,6.1,72%, Sai Karthik , Nagasusheela ,,, Sushanth , Shanvi , Anoop Rubens , Arun Kumar ,, Sri Nag Corporation ,15-August-2013,, Telugu 
2013,Jaffa,Tollywood,4.8,, Vennela Kishore , Ramesh Varma , Vennela Kishore ,, Brahmanandam , Ali , Anoop Rubens , kiran , Kotagiri Venkateswara Rao ,,29-March-2013, 125 mins , Telugu 
2013,Anthaka Mundu Aa Tarvatha,Romance,6.5,, Mohan Krishna Indraganti , K. L. Damodar Prasad , Mohan Krishna Indraganti ,, Sumanth Ashwin , Eesha Rebba , Kalyani Malik , P. G. Vinda , Marthand K. Venkatesh , Sri Ranjith Movies ,23-August-2013,, Telugu 
2013,Aadu Magaadra Bujji,Action,5.6,, Krishna Reddy Gangadhasuu , M Subbareddy , Padmasri Nandyala ,, Sudheer Babu , Asmita Sood , Sri Kommineni , Santonio Terzio , Bikkina Thammiraju , Colors & Claps Entertainments ,7-December-2013,, Telugu 
2013,Okkadine,Action,5.6,, Srinivas Raga , C.V Reddy , Chintapalli Ramana ,, Nara Rohit , Nithya Menon , Karthik , Andrew , Marthand K. Venkatesh , Gulabi Movies ,14-February-2013, 133 minutes , Telugu 
2013,Action 3D,Comedy,5/1,, Anil Sunkara , Rama Brahmam Sunkara ,,, Allari Naresh , Shaam , Bappi & Bappa Lahiri , Sarvesh Murari , M. R. Verma , AK Entertainments ,21-June-2013, 150 mins , Telugu 
2013,Nenem…Chinna Pillana?,Tollywood,3.8,, P. Sunil Kumar Reddy , D. Ramanaidu , Satyanandh ,, Rahul Ravindran , Tanvi Vyas , M. M. Srilekha , Sabu James ,, Suresh Productions ,8-November-2013,, Telugu 
2013,Satya 2,Bollywood,5.9,77%, Ram Gopal Varma , M Samanth Kumar Reddy , Radhika Anand ,, Puneet Singh Ratn (Hindi) , Sharwanand (Telugu) , Amar Mohile[1] , Vikash Saraf , Sanga Pratap kumar [1] ,,25-October-2013, 142 min , Hindi 
2013,Pavitra,Drama,,58%, Janardhan Maharshi , K. Sadhak Kumar , Janardhan Maharshi ,, Shriya Saran , Roja Selvamani , M.M.Srilekha , V. N. Suresh Kumar , Ramesh ,,7-June-2013, 129 mins , Telugu 
2013,Backbench Student,Romance,5.5,, Madhura Sreedhar Reddy , M.V.K. Reddy ,, Madhura Sreedhar Reddy , Mahat Raghavendra , Piaa Bajpai , Sunil Kashyap , Prasad G.K. , Dharmendra Kakarala , Shirdi Sai Combines ,15-March-2013,, Telugu 
2013,Gouravam,Drama,4.4,58%, Radha Mohan , Prakash Raj , Radha Mohan ,, Allu Sirish , Yami Gautam , S. Thaman , Preetha Jayaraman , I. J. Alen , Prakash Raj Productions ,19-April-2013,, Telugu 
2013,Prema Oka Maikam,Romance,,, Chandu , Venkata Suresh ,, Chandu , Charmy Kaur , Rahul haridas , MGK Praveen ,, V. Nagireddy , Touring Talkies ,30-August-2013, 174 min , Telugu 
2013,Aravind 2,Thriller,2/5,, Sekhar Suri , G. Phanindra , Bala ,, Sri , Maadhavi Latha , Vijay Kuravkula , K. Rajendra Babu , Bhimreddy Tirupathi Reddy , Sri Vijayabheri Productions ,8-February-2013, 152 mins , Telugu 
2013,Jai Sriram,Tollywood,,, Balaji N. Sai , Thella Ramesh , Varaprasad Nakkala (Lyrics) ,, Uday Kiran , Reshma Rathore , Dhake , Murali ,,,11-April-2013,, Telugu 
2013,Theeya Velai Seiyyanum Kumaru,Comedy,6.2,84%, Sundar C. , Ronnie Screwvala , Nalan Kumarasamy , Sundar C. , Siddharth , Santhanam , C. Sathya , Gopi Amarnath , Praveen K. L. , UTV Motion Pictures ,14-June-2013, 128 minutes , Tamil 
2013,Saradaga Ammayitho,Romance,,, Bhanu Shankar , Pattikonda Kumara Swamy ,,, Varun Sandesh , Nisha Agarwal , Ravi Varma ,,,,14-June-2013,, Telugu 
2013,D for Dopidi,Comedy,5.7,, Siraj Kalla , Raj and D.K. , Siraj Kalla ,, Varun Sandesh , Sundeep Kishan , Mahesh Shankar , Lucas , Dharmendra , D2R Films Pvt Ltd,25-December-2013,, Telugu 
2014,Race Gurram,Comedy,7.2,89%, Surender Reddy , Baby Bavya (presenter) ,, Surender Reddy , Allu Arjun , Shruti Haasan , S. Thaman , Manoj Paramahamsa , Gautham Raju , Sri Lakshmi Narasimha Productions ,11-April-2014, 163 minutes[2] , Telugu 
2014,1 - Nenokkadine,Comedy,8.4,95%, Sukumar , Ram Achanta , Sukumar ,, Mahesh Babu , Kriti Sanon , Devi Sri Prasad , R. Rathnavelu , Karthika Srinivas , 14 Reels Entertainment ,10-January-2014, 169 minutes , Telugu 
2014,Karthikeya,Action,7.4,89%, Chandoo Mondeti , Venkat Srinivas , Chandoo Mondeti ,, Nikhil Siddharth , Swati Reddy , Shekar Chandra , Karthik Ghattamaneni , Karthika Srinivas , Magnus Cine Prime Pvt. Ltd. ,24-October-2014, 115 minutes , Telugu 
2014,Manam,Comedy,8.1,87%, Vikram Kumar , Akkineni Family , Harsha Vardhan (dialogues) , Vikram Kumar , Akkineni Nageswara Rao , Akkineni Nagarjuna , Anup Rubens , P. S. Vinod , Prawin Pudi , Annapurna Studios ,23-May-2014[1], 150 minutes , Telugu 
2014,Aagadu,Comedy,5.5,78%, Srinu Vaitla , Ram Achanta , Anil Ravipudi ,, Mahesh Babu , Tamannaah , S. Thaman , K. V. Guhan , M. R. Varma , 14 Reels Entertainment ,19-September-2014, 163 minutes , Telugu 
2014,Prathinidhi,Drama,7.5,85%, Prashanth Mandava , Sambasiva Rao , Anand Ravi ,, Nara Rohit , Shubra Aiyappa , Sai Kartheek , Chitti Babu , Nandhamuri Hari , Sudha Cinemas ,25-April-2014, 118 minutes , Telugu 
2014,Oohalu Gusagusalade,Comedy,7.8,88%, Srinivas Avasarala , Sai Korrapati, Srinivas Avasarala ,, Naga Shourya, Rashi Khanna, Kalyani Koduri , Venkat C. Dileep , Kiran Ganti , Varahi Chalana Chitram ,20-June-2014, 128 min , Telugu 
2014,Yevadu,Action,5.3,83%, Vamsi Paidipally , Dil Raju , Abburi Ravi (Dialogues) , Vakkantham Vamsi , Ram Charan , Shruti Hassan , Devi Sri Prasad , Ram Prasad , Marthand K. Venkatesh , Sri Venkateswara Creations ,12-January-2014, 165 minutes , Telugu 
2014,Chandamama Kathalu,Drama,7.1,81%, Praveen Sattaru , Chanakya Bhooneti ,,, Kishore , Lakshmi Manchu , Mickey J Meyer , Suresh Ragutu , Dharmendra Kakarala , A Working Dream Production ,25-April-2014,, Telugu 
2014,Drushyam,Drama,8.3,87%, Sripriya , Daggubati Suresh Babu , Paruchuri Brothers , Jeethu Joseph , Daggubati Venkatesh , Meena , Sharreth , S. Gopal Reddy , Marthand K. Venkatesh , Suresh Productions ,11-July-2014, 150 minutes , Telugu 
2014,Oka Laila Kosam,Comedy,6.1,85%, Vijay Kumar Konda , Akkineni Naga Chaitanya , Vijay Kumar Konda ,, Naga Chaitanya , Pooja Hegde , Anoop Rubens , I. Andrew , Prawin Pudi , Annapurna Studios ,17-October-2014, 150 minutes , Telugu 
2014,Legend,Action,6.6,77%, Boyapati Srinu , Ram Achanta , M. Ratnam (dialogues) , Boyapati Srinu , Nandamuri Balakrishna , Jagapathi Babu[2] , Devi Sri Prasad[5] , C. Ram Prasad , Kotagiri Venkateswara Rao , 14 Reels Entertainment ,28-March-2014, 161 minutes , Telugu 
2014,Rabhasa,Action,5/1,73%, Santosh Srinivas , Bellamkonda Suresh, Santosh Srinivas ,, N. T. Rama Rao Jr. , Samantha Ruth Prabhu , S. Thaman , Shyam K. Naidu , Kotagiri Venkateswara Rao , Sri Lakshmi Narasimha Productions ,29-August-2014, 143 minutes , Telugu 
2014,Ice Cream 2,Horror,2/5,, Ram Gopal Varma , Tummalapalli Rama Satyanarayana , Ram Gopal Varma ,, J. D. Chakravarthy , Naveena , Sanga Pratap Kumar , Anji , Nagendra Adapa , Bhimavaram Talkies ,21-November-2014,, Telugu 
2014,Loukyam,Comedy,6.6,83%, Sriwass , V. Anand Prasad , Sridhar Sapna , Kona Venkat , Gopichand , Rakul Preet Singh , Anoop Rubens , Vetri , S. R. Sekhar , Bhavya Creations ,26-September-2014, 149 minutes , Telugu 
2014,Govindudu Andarivadele,Family,5.6,82%, Krishna Vamsi , Bandla Ganesh , Krishna Vamsi,, Ram Charan , Srikanth , Yuvan Shankar Raja , Sameer Reddy , Naveen Nuli , Parameswara Art Productions ,1-October-2014, 149 minutes[1] , Telugu 
2014,Anaamika,Thriller,5.6,79%, Sekhar Kammula , Deepak Dhar ,, Sujoy Ghosh , Nayantara , Pasupathy , M. M. Keeravani , Vijay C. Kumar , Marthand K. Venkatesh , Logline Productions ,1-May-2014, 145 minutes , Telugu 
2014,Run Raja Run,Comedy,7.5,90%, Sujeeth , V. Vamsi Krishna Reddy , Sujeeth ,, Sharwanand , Seerat Kapoor , Ghibran , R. Madhi , Madhu , UV Creations ,1-August-2014, 137 minutes , Telugu 
2014,Pilla Nuvvu Leni Jeevitham,Action,6/1,87%, A.S. Ravi Kumar Chowdary , Bunny Vas , Diamond Ratnam (dialogues) , A. S. Ravi Kumar Chowdary , Sai Dharam Tej , Regina Cassandra , Anoop Rubens , Dasaradhi Sivendra , Gautham Raju , Geetha Arts & ,14-November-2014, 132 minutes , Telugu 
2014,Aaha Kalyanam,Comedy,6/1,82%, A. Gokul Krishna , Aditya Chopra , Rajiv Rajaram (dialogues) , Habib Faisal , Nani , Vaani Kapoor , Dharan Kumar , Loganathan Srinivasan , Bavan Sreekumar , Yash Raj Films ,21-February-2014,, Tamil 
2014,Autonagar Surya,Action,5.8,78%, Deva Katta , K. Achi Reddy , Deva Katta ,, Naga Chaitanya , Samantha Ruth Prabhu , Anoop Rubens , Srikanth Naroj , Gautham Raju , Max India Productions ,27-June-2014, 157 minutes , Telugu 
2014,Rowdy Fellow,Action,7/1,94%, Krishna Chaitanya , T. Prakash Reddy ,,, Nara Rohit[1] , Vishakha Singh , Sunny M.R. , Aravindan P. Gandhi ,, Moviemills & Cinema5 ,21-November-2014,, Telugu 
2014,Alludu Seenu,Action,4.2,86%, V. V. Vinayak , Bellamkonda Suresh , Kona Venkat, V. V. Vinayak , Bellamkonda Sreenivas , Samantha Ruth Prabhu , Devi Sri Prasad , Chota K. Naidu , Gautham Raju , Sri Lakshmi Narasimha Productions ,25-July-2014,, Telugu 
2014,Hrudaya Kaleyam,Comedy,5.8,57%, Sai Rajesh (Steven Shankar) , Sai Rajesh (Steven Shankar) , Sai Rajesh (Steven Shankar) (story / screenplay / dialogues) ,, Sampoornesh babu, Ishika Singh, RK , Ravi Kumar Sana , Karthika Srinivas , Amrutha productions and VSS Creations ,4-April-2014, 180 , Telugu 
2014,Bhimavaram Bullodu,Comedy,4.5,79%, Udayasankar , Daggubati Suresh Babu , Kavi Kalidas (Story) ,, Sunil , Ester Noronha , Anoop Rubens , Santosh Rai Pathaje , Marthand K. Venkatesh , Suresh Productions ,27-February-2014, 153 minutes , Telugu 
2014,Mukunda,Action,5.6,79%, Srikanth Addala , Tagore Madu , Srikanth Addala ,, Varun Tej , Pooja Hegde , Mickey J Meyer , S. Manikandan , Marthand K. Venkatesh , Leo Productions ,24-December-2014, 142 minutes[1] , Telugu 
2014,Kotha Janta,Romance,57%,73%, Maruthi , Bunny Vasu , Maruthi ,, Allu Sirish , Regina Cassandra ,, Richard Prasad , Ashok Kuruba , Geetha Arts ,1-May-2014,, Telugu 
2014,Geethanjali,Horror,6.5,, Raj Kiran , Kona Venkat , Kona Venkat , Kona Venkat , Srinivasa Reddy , Anjali , Praveen Lakkaraju , Sai Sriram , Atkuri Teja , M.V.V Pictures ,8-August-2014,, Telugu 
2014,Current Theega,Comedy,6/1,78%, G. Nageswara Reddy , Manchu Vishnu , Kishore Tirumala (dialogues) , G. Nageswara Reddy , Manchu Manoj , Jagapati Babu , Achu , Satish Mutyala , S. R. Shekhar , 24 Frames Factory ,31-October-2014, 128 minutes , Telugu 
