Year,Movie,Genere,Imdb_rating,User_rating,Directed by,Produced by,Written by,Screenplay by,Hero,Heroine,Music by,Cinematography,Edited by,company,Release date,Running time,Language
2000,Annayya,Action,6.7,85%, Muthyala Subbaiah , K.Venkateshwara Rao , Satyanand ,, Chiranjeevi , Soundarya , Mani Sharma , Chota K. Naidu , A. Sreekar Prasad , Sri Sai Ram Arts ,7-January-2000, 157 mins , Telugu 
2000,Badri,Romance,7.1,86%, Puri Jagannadh , T. Trivikrama Rao , Puri Jagannadh ,, Pawan Kalyan , Amisha Patel , Ramana Gogula , Madhu Ambat , Marthand K. Venkatesh , Vijaya Lakhshmi Movies ,20-April-2000, 158 minutes , Telugu 
2000,Nuvve Kavali,Romance,7.4,83%, K. Vijaya Bhaskar , Ramoji Rao , K. Vijaya Bhaskar (screenplay) ,, Tarun Kumar , Richa Pallod , Saluri Koteswara Rao , Hari Anumolu , A. Sreekar Prasad , Ushakiran Movies ,13-October-2000, 131 minutes , Telugu 
2000,Vamsi,Action,5/1,82%, B. Gopal , G. Adiseshagiri Rao , Satyanand ,, Mahesh Babu , Namrata Shirodkar , Mani Sharma , Ajayan Vincent , Kotagiri Venkateswara Rao , Padmalaya Studios ,4-October-2000, 155 mins , Telugu 
2000,Rayalaseema Ramanna Chowdary,,7.1,88%, Suresh Krissna , Mohan Babu , Paruchuri Brothers (dialogues) Arunachalam Creations (story/screenplay) ,, Mohan babu , Jayasudha , Mani Sharma , Jayaram ,,,September-15,, Telugu 
2000,Yuvaraju,Romance,5.9,88%, Y.V.S Chowdary , Burugapally Sivarama Krishna , Y.V.S. Chowdary ,, Mahesh Babu , Simran , Ramana Gogula , Ajay Vincent , Bulli Reddy ,,14-April-2000, 165mins , Telugu 
2000,Ravanna,Tollywood,,, B. Gopal , Maganti Gopinath , Posani Krishna Murali ,, Rajasekhar , Soundarya , S. A. Rajkumar ,,,,3-March-2000,, Telugu 
2000,Chala Bagundi,Comedy,6.5,, E. V. V. Satyanarayana , E. V. V. Satyanarayana , Janardhan Maharshi (dialogues ) , E. V. V. Satyanarayana , Srikanth , Vadde Naveen , Koti ,,, E. V .V. Cinema ,18-February-2000,, Telugu 
2000,Yuvakudu,Romance,7.1,, A. Karunakaran , Akkineni Nagarjuna ,,, Sumanth , Bhumika Chawla , Mani Sharma , Balasubramaniem , Marthand K. Venkatesh , Great India Entertainments ,May-18, 138 mins , Telugu 
2000,Kodanda Ramudu,Romance,,, S. V. Krishna Reddy , Ramakrishna Reddy , Diwakar Babu (Dialogue) ,, J. D. Chakravarthy , Rambha , S. V. Krishna Reddy , Sarat , K. Ramgopal Reddy , Kanthi Krishna Arts ,2000, 140 minutes , Telugu 
2000,Jayam Manadera,Drama,6.2,84%, N.Shankar , D.Suresh Babu , Paruchuri Brothers ,, Venkatesh , Soundarya , Vandemataram Srinivas , K Ravindra Babu , Marthand K. Venkatesh , Suresh Productions ,7-October-2000, 152 minutes , Telugu 
2000,Hands Up!,Tollywood,5.1,, Siva Nageswara Rao , Nitin Kapoor ,,, Chiranjeevi (cameo) , Jayasudha , Shashi Preetam ,,,,10-February-2000,, Telugu 
2000,Chiru Navvuto,Romance,7.2,95%, G.Ram Prasad , Shyam Prasad , Trivikram Srinivas ,, Venu Thottempudi , Shahin , Mani Sharma , k. Prasad ,, SP Entertainments ,10-November-2000,, Telugu 
2000,Ammo! Okato Tareekhu,,7.2,, E. V. V. Satyanarayana , Jitu ,,, Srikanth , Suresh , Vandemataram Srinivas ,,, A. A. Arts ,20-October-2000,, Telugu 
2000,Chitram,Romance,7.2,76%, Teja , Ramoji Rao , Teja ,, Uday Kiran , Reema Sen , R. P. Patnaik , Rasool Ellore , Shankar , Ushakiran Movies ,25-May-2000[1],, Telugu 
2000,Goppinti Alludu,Drama,5.9,, E V V Satyanarayana , Nandamuri Rama Krishna , Janardhan Maharshi (dialogues) , E V V Satyanarayana , Nandamuri Balakrishna , Simran , Koti , Nandamuri Mohana Krishna , Kotagiri Venkateswara Rao , Ramakrishna Horticulture Cine Studios ,21-July-2000, 160 minutes , Telugu 
2000,Baachi,Action,4.7,, Puri Jagannadh , Chanti Addala , Chintapalli Ramana , Puri Jagannadh , Jagapathi Babu , Neelambari , Chakri , V. Srinivasa Reddy , V. Nagi Reddy , Srinivasa Arts ,9-November-2000,, Telugu 
2000,Manoharam,Action,7/1,, Gunasekhar , Mullapudi Brahmanandam , Posani Krishna Murali (dialogues) , Gunasekhar , Jagapati Babu , Laya , Mani Sharma , Sekhar V. Joseph , A. Sreekar Prasad , M.R.C & Melody Combines ,15-January-2000, 155 minutes , Telugu 
2000,Moodu Mukkalaata,Comedy,4.3,, K. Raghavendra Rao , Ramoji Rao , Janardhan Maharshi (story / dialogues) , K. Raghavendra Rao , Jagapati Babu , Soundarya , M. M. Srilekha , V. Srinivasa Reddy , Gautham Raju , Ushakiran Movies ,1-September-2000, 145 mins , Telugu 
2000,Oke Maata,,,, Muthyala Subbaiah , Ambhika Krishna ,,, Upendra , Ramya Krishnan , Koti ,,,,2000-(2000),, Telugu 
2000,Sardukupodam Randi,Comedy,5.5,, S. V. Krishna Reddy , Burugupalli Sivaramakrishna , Diwakar Babu (dialogues) , S. V. Krishna Reddy , Jagapati Babu , Soundarya , S. V. Krishna Reddy , Sarath , Nandamuri Hari , Sri Venkateswara Art Films ,23-April-2000, 146 minutes , Telugu 
2000,Vamshoddharakudu,Drama,6.5,, Sarath , M. S. Reddy , Paruchuri Brothers , Sarath , Nandamuri Balakrishna , Krishnam Raju , Koti , V. S. R. Swamy , K. V. Krishna Reddy , Gayatri Films ,14-January-2000, 153 minutes , Telugu 
2000,Antha Mana Manchike,,,, Veeru K , Mahesh Rathi , Marudhuri Raja (dialogues) , Veeru K , Rajendra Prasad , Rachana , Veeru K , Gadiraju Seenu , V. Nagi Reddy , Manisha Films[1] ,30-July-2000, 140 mins , Telugu 
2000,Kalisundam Raa,Family,7.2,83%, Udayasankar , D. Suresh Babu , Paruchuri Brothers(dialogues) , Udayasankar , Venkatesh , Simran , S. A. Rajkumar , K Ravindra Babu , Marthand K. Venkatesh , Suresh Productions ,14-January-2000,, Telugu 
2000,Sakutumba Saparivaara Sametam,Drama,6.6,, S. V. Krishna Reddy , V. M. D. Reddy , Satyamurthy (dialogues) , S. V. Krishna Reddy , Akkineni Nageswara Rao , Srikanth , S. V. Krishna Reddy , Sarath , V. Nagi Reddy , Sai Charan Productions[1] ,2000-(2000), 148 mins , Telugu 
2000,Pelli Sambandham,Romance,4.8,, K. Raghavendra Rao , K. Raghavendra Rao ,, Paruchuri Venkateswara Rao , Akkineni Nageswara Rao , Sumanth , S. A. Rajkumar , Jayaram V. , Kotagiri Venkateswara Rao ,,July-28,, Telugu 
2000,Choosoddaam Randi,Comedy,,, Raja Vannem Reddy , Sunkara Madhu Murali , P. Rajendra Kumar , Raja Vannem Reddy , Jagapati Babu , Srikanth , M. M. Keeravani , K. Prasad , A. Sreekar Prasad , Melody Multimedia ,18-August-2000, 152 minutes , Telugu 
2000,Devi Putrudu,Drama,5.7,87%, Kodi Ramakrishna , M.S. Raju , Jonnavithhula Ramalingeswara Rao(Dialogues) , Kodi Ramakrishna , Venkatesh , Soundarya , Mani Sharma , S. Gopal Reddy , Suresh Tata , Sumanth Art Productions ,14-January-2001, 162 minutes , Telugu 
2001,Student No.1,Action,6.9,81%, S.S. Rajamouli , K. Raghavendra Rao , Pruthvi Raj (Dialogue) , K. Raghavendra Rao , Jr NTR , Gajala , M. M. Keeravani , Hari Anumolu , Kotagiri Venkateswara Rao ,,27-September-2001, 148 minutes , Telugu 
2001,Kushi,Action,7.9,88%, S. J. Surya , A.M. Ratnam , Rajendra Kumar [1] ,, Pawan Kalyan , Bhoomika Chawla , Mani Sharma , P. C. Sreeram , B. Lenin ,,27-April-2001,, Telugu 
2001,Mrugaraju,Action,4.4,77%, Gunasekhar , Devi Vara Prasad , Yandamoori Veerendranath(Script Assist.) ,, Chiranjeevi , Simran , Mani Sharma , Sekhar V. Joseph , Kotagiri Venkateshwara Rao ,,11-January-2001, 147 minutes , Telugu 
2001,Nuvvu Naaku Nachav,Comedy,8.7,84%, K. Vijaya Bhaskar , Sravanthi Ravi Kishore-priya , Trivikram Srinivas , K. Vijaya Bhaskar , Venkatesh , Arti Agarwal , Koti , K. Ravindra Babu , A. Sreekar Prasad , Sri Sravanthi Movies ,6-September-2001, 181 minutes , Telugu 
2001,Murari,Comedy,7.9,86%, Krishna Vamsi , N Devi Prasad , Sobhan (dialogues) ,, Mahesh Babu , Sonali Bendre , Mani Sharma , Ram Prasad , Krishna Vamsi , Ram Prasad Arts ,17-February-2001,, Telugu 
2001,Manasantha Nuvve,Romance,7.1,86%, V. N. Aditya , M. S. Raju ,, Paruchuri Brothers , Uday Kiran , Reema Sen , R. P. Patnaik , S. Gopal Reddy , Krishna Reddy , Sumanth Art Productions ,19-October-2001,, Telugu 
2001,Nuvvu Nenu,Romance,6.7,83%, Teja , P.Kiran , Teja ,, Uday Kiran , Anita , R. P. Patnaik , Rasool Ellore ,, Anandi Art Creations ,10-August-2001,, Telugu 
2001,Subbu,Drama,4.8,69%, Rudraraju Suresh Varma , R Srinivas ,,, NTR , Sonali Joshi , Mani Sharma , Vijaya Sri , Marthand K. Venktesh ,,21-December-2001, 145 minutes , Telugu 
2001,Anandam,Romance,7.1,94%, Srinu Vaitla , Ramoji Rao , Srinu Vaitla ,, Aakash , Rekha Vedavyas , Devi Sri Prasad , Sameer Reddy ,, Ushakiran Movies ,28-September-2001,, Telugu 
2001,Prematho Raa,Romance,5.8,82%, Udayasankar , T. Trivikrama Rao , P.Rajendra Kumar (dialogues) , Udayasankar , Venkatesh , Simran , Mani Sharma , S. Gopal Reddy , Marthand K. Venkatesh , Vijayalakshmi Art Pictures ,9-May-2001, 154 minutes , Telugu 
2001,Narasimha Naidu,Action,7.2,74%, B. Gopal , M. V. Murali Krishna , Paruchuri Brothers (dialogues) , Chinni Krishna , Nandamuri Balakrishna , Simran , Mani Sarma , V. S. R. Swamy , Kotagiri Venkateswara Rao , Venkata Ramana Productions ,11-January-2001, 161 minutes , Telugu 
2001,Priyamaina Neeku,Romance,6.6,84%, Balashekaran , R. B. Choudary , Chintapalli Ramana (Telugu Version) ,, Tarun , Sneha , Shiva Shankar , Shyam K Naidu , V. Jaishankar , Super Good Films ,11-February-2001,, Telugu 
2001,Itlu Sravani Subramanyam,World cinema,6.6,82%, Puri Jagannadh , K. Venugopal Reddy , Puri Jagannadh ,, Ravi Teja , Tanu Roy , Chakri , K.Dutt , Martand K. Venkatesh ,,14-September-2001,, Telugu 
2001,Sri Manjunatha,Drama,6.8,80%, K. Raghavendra Rao , V. Ravichandran , K. Raghavendra Rao ,, Chiranjeevi , Arjun , Hamsalekha , Sundarnath Suvarna , R. Janardhan , Chinni films ,22-June-2001[1], 152 minutes , Kannada 
2001,Adhipathi,Action,7.1,, Ravi Raja Pinisetty , Mohan Babu , Paruchuri Brothers (dialogues) , Ravi Raja Pinisetty , Mohan Babu , Nagarjuna Akkineni , Koti , V. Jayaram , Gautham Raju , Sri Lakshmi Prasanna Pictures ,19-September-2001, 152 minutes , Telugu 
2001,Snehamante Idera,Drama,4.5,, Balasekaran , R. B. Choudary , Chintapalli Ramana (dialogues) , Balasekaran , Nagarjuna Akkineni , Sumanth , Shiva Shankar , Shyam K. Naidu , Nandamuri Hari , Super Good Films ,26-October-2001, 179 minutes , Telugu 
2001,Hanuman Junction,Comedy,6.9,79%, M. Raja , M.V. Lakshmi , Thotapalli Madhu (dialogues) , M. Raja , Arjun , Laya , Suresh Peters , Ram Prasad , M. Babji , M. L. Movie Arts ,21-December-2001, 159 minutes , Telugu 
2001,Tholi Valapu,Drama,6.2,, Muthyala Subbaiah , M. Nageswara Rao , Vara Prasad Varma , Muthyala Subbaiah , Gopichand , Sneha , Vandemataram Srinivas , R. Rama Rao , Kola Bhaskar , T. Krishna Memorial Films ,3-August-2001, 144 mins , Telugu 
2001,Ninnu Choodalani,Romance,4.8,85%, V. R. Prathap , Ramoji Rao , V. R. Prathap ,, Jr. NTR , Raveena Rajput , S. A. Rajkumar , S. Gopal Reddy ,, Ushakiran Movies ,25-May-2001, 111 minutes , Telugu 
2001,Paarthale Paravasam,Comedy,5.6,, K. Balachander , Pushpa Kandaswamy , K. Balachander ,, Madhavan , Simran , A. R. Rahman , A. Venkatesh , Suresh Urs , Kavithalayaa Productions ,14-November-2001,, Tamil 
2001,Bhalevadivi Basu,Comedy,3.9,, P.A. Arun Prasad , Sivalenka Krishna Prasad , Ramesh-Gopi (dialogues) , P.A. Arun Prasad , Nandamuri Balakrishna , Anjala Zhaveri , Mani Sharma , Jayanan Vincent , Nandamuri Hari , Sridevi Movies ,15-June-2001, 156 minutes , Telugu 
2001,Chiranjeevulu,,5.6,, Radha Krishna , Bingi Durgadas Goud[1][2] , Radha Krishna[3] ,, Ravi Teja , Sanghavi , A. B. Murali ,,,,21-September-2001, 151 minutes [6] , Telugu 
2001,Eduruleni Manishi,Bollywood,4.4,78%, Jonnalagadda Srinivasa Rao , D. Sivaprasad Reddy , Marudhuri Raja (dialogues) , Bhupathi Raja , Nagarjuna Akkineni , Soundarya , S. A. Rajkumar , Chota K. Naidu , Cola Bhaskar , Kamakshi Movies ,30-March-2001, 143 mins , Telugu 
2001,Bava Nachadu,Comedy,3.8,, K. S. Ravikumar , M. Arjuna Raju , Janardhan Maharshi , K. S. Ravikumar , Nagarjuna Akkineni , Simran , M. M. Keeravani , Shyam K. Naidu , Cola Bhaskar , Roja Movies ,7-June-2001, 146 minutes , Telugu 
2001,Ishtam,Tollywood,5.7,80%, Vikram Kumar & Raj Kumar , Ramoji Rao ,,, Charan Dodla , Shriya , DG Gopinath (debut) , V Srinivas Reddy , Nandamuri Hari , Ushakiran Movies ,30-December-2001,, Telugu 
2001,Raa,Tollywood,8.2,, KS Nageswara Rao , Nallamalupu Bujji ,, Upendra , Upendra , Priyanka Upendra , Gurukiran ,, Nandamuri Hari , Sai Ram Art Movies ,2001,, Telugu 
2001,Preminchu,Drama,7/1,, Boyina Subba Rao , D. Rama Naidu , Story: Sriraj Ginne ,, Laya , Sai Kiran , M. M. Srilekha , Hari Anumolu ,, Suresh Productions ,11-April-2001,, Telugu 
2001,Deevinchandi,Drama,5.7,75%, Muthyala Subbaiah , Ramoji Rao ,, Muthyala Subbaiah , Srikanth , Raasi , S. A. Rajkumar ,,, Ushakiran Movies ,23-March-2001,, Telugu 
2001,Budget Padmanabham,Comedy,5.5,, S. V. Krishna Reddy , Grandi Narayana Rao (Babji) , Divakar Babu (dialogues) , S. V. Krishna Reddy , Jagapathi babu , Ramyakrishna , S. V. Krishna Reddy , Sarath , Nandamuri Hari , Sri Dhanalakshmi Films ,9-March-2001, 151 minutes , Telugu 
2001,Ammayi Kosam,,,, Muppalaneni Shiva , Pokuri Baburao , Marudhuri Raja (dialogues) , Muppalaneni Shiva , Meena, Ravi Teja, Vandematharam Srinivas , Ch. Ramana Raju , Gowtham Raju , Eetharam films ,May-18, 140 minutes , Telugu 
2001,Naalo Unna Prema,Romance,,, V.R Pratap , K.L.N. Raju , Diwakar Babu (dialogues) , V.R Pratap , Jagapati Babu , Laya , Koti , Ajay Vincent , Nandamuri Hari , Sri Sairam Productions ,1-September-2001, 139 minutes , Telugu 
2001,Family Circus,Comedy,6.7,, Teja , Sunkara Madhu Murali , Teja ,, Jagapati Babu , Rajendra Prasad , R. P. Patnaik , Rasool , Shankar , Melody Multimedia ,1-June-2001, 127 minutes , Telugu 
2001,Ammo Bomma,,5.4,85%, Relangi Narasimha Rao , D. Lata Mahesh , Ramesh-Gopi (dialogues) , Relangi Narasimha Rao , Rajendra Prasad , Suman , Shanmuk , Shankar , B. Krishnam Raju , Sirisha Productions[1] ,14-February-2001, 141 mins , Telugu 
2001,Akasa Veedhilo,Drama,4.7,, Singeetam Srinivasa Rao , Ramoji Rao , Paruchuri Brothers , Singeetam Srinivasa Rao , Akkineni Nagarjuna , Rajendra Prasad , M.M. Keeravani , S. Gopal Reddy , A. Sreekar Prasad , Ushakiran Movies ,23-August-2001,, Telugu 
2001,Bhadrachalam,,,77%, N. Shankar , Medikonda Murali Krishna , Posani Krishna Murali (dialogues) , N. Shankar , Srihari , Sindhu Menon , Vandemataram Srinivas[1] , Jaswanth , Goutham Raju , Sri Sai Balaji Arts ,6-December-2001,, Telugu 
2001,Dumm Dumm Dumm,Comedy,7.2,71%, Azhagam Perumal , Mani Ratnam , Mani Ratnam ,, Jyothika , Madhavan , Karthik Raja , Ramji , Sreekar Prasad , Madras Talkies ,13-April-2001, 151 minutes , Tamil 
2001,Ammaye Navvithe,,5.5,, V. Jyoti Kumar , V.Anand Prasad , Jaladanki Sudhakar ,, Rajendra Prasad , Bhavana , M. M. Srilekha , N.V.Suresh Kumar , Murali-Rammaiah , Sudha Art Productions[1] ,9-November-2001, 129 mins , Telugu 
2001,Aalavandhan,Psychological_thriller,7.2,90%, Suresh Krissna , S. Thanu , Kamal Haasan ,, Kamal Haasan , Raveena Tandon , Songs: , Tirru , Kasi Viswanathan , V. Creations ,16-November-2001, 164 minutes (Tamil) , Tamil 
2001,Minnale,Comedy,7.7,91%, Gautham Vasudev Menon , Murali Manohar , Gautham Vasudev Menon ,, R. Madhavan , Abbas , Harris Jayaraj , R. D. Rajasekhar , Suresh Urs , Cee (I) Tv Entertainment ,18-February-2001, 171 mins , Tamil 
2001,Navvuthu Bathakalira,Drama,,, Kodi Ramakrishna , Srinivasa Reddy , Kodi Ramakrishna ,, J. D. Chakravarthy , Malavika , Devi Sri Prasad , Kodi Laxman ,,,2001-(2001),, Telugu 
2001,9 Nelalu,Drama,7.6,, Kranthi Kumar ,,,, Vikram , Soundarya , V. S. Udhaya , Ram Prasad ,,,11-January-2001, 135 minutes , Telugu 
2001,Youth,Romance,,, Jitendra , Gogikar Bajarang Jayadev ,,, Vikram , Sri Harsha , Ramana Ogeti ,,, Sri Siva Kesava Films ,9-March-2001, 129 minutes , Telugu 
2002,Indra,Action,7.3,81%, B. Gopal , C. Ashwini Dutt , Chinni Krishna ,, Chiranjeevi , Arti Agarwal , Mani Sharma , V. S. R. Swamy , Kota giri Venkateswara Rao ,,24-July-2002, 173 minutes , Telugu 
2002,Nuvve Nuvve,Romance,7.3,87%, Trivikram Srinivas , Sravanthi Ravi Kishore , Trivikram Srinivas , Trivikram Srinivas , Tarun , Shriya Saran , Koti ,, Sreekar Prasad , Sri Sravanthi Movies ,10-October-2002,, Telugu 
2002,Takkari Donga,Action,6.9,90%, Jayanth C. Paranjee , Jayanth C. Paranjee , Satyanand ,, Mahesh Babu , Bipasha Basu , Mani Sharma , Jayanan Vincent , Marthand K Venkatesh , Jayanth Fulcrum Cinergies ,11-January-2002, 145 minute , Telugu 
2002,Santosham,Comedy,7.2,83%, Dasarath , K. L. Narayana , Dasarath (dialogues) , Dasarath , Nagarjuna Akkineni , Prabhu Deva , R. P. Patnaik , S. Gopal Reddy , K. V. Krishna Reddy , Sri Durga Arts ,9-May-2002, 150 minutes , Telugu 
2002,Idiot,Drama,7/1,81%, Puri Jagannadh , Puri Jagannadh , Puri Jagannadh ,, Ravi Teja , Rakshita , Chakri , Shyam K. Naidu ,,,22-August-2002,, Telugu 
2002,Allari,Romance,6.9,, Ravi Babu , Ravi Babu , Nivas (dialogues) , Ravi Babu , Allari Naresh , Swetha Agrawal , Paul J , Loganathan Srinivasan , Marthand K. Venkatesh , Flying Frogs ,10-May-2002,, Telugu 
2002,Manmadhudu,Comedy,8.3,85%, K. Vijaya Bhaskar , Nagarjuna Akkineni , Trivikram Srinivas , K. Vijaya Bhaskar , Nagarjuna Akkineni , Sonali Bendre , Devi Sri Prasad , Sameer Reddy , A. Sreekar Prasad , Annapurna Studios ,20-December-2002, 142 minutes , Telugu 
2002,Khadgam,Action,7.6,91%, Krishna Vamsi , Sunkara Madhu Murali , Krishna Vamsi ,,, Devi Sri Prasad , Bhupathi , A. Sreekar Prasad ,,,, 144 minutes , Telugu 
2002,Seema Simham,Action,5.1,, G. Ram Prasad , DVV Danayya , Paruchuri Brothers (dialogues) , Paruchuri Brothers , Nandamuri Balakrishna , Simran , Mani Sharma , V. S. R. Swamy , Kotagiri Venkateswara Rao , Sri Balaji Art Creations ,11-January-2002, 155 minutes , Telugu 
2002,Jayam,Drama,6.2,78%, Teja , Teja , Teja ,, Nithiin , Sadha , R. P. Patnaik , Sameer Reddy , Shankar , Chitram Movies ,14-June-2002, 152 minutes , Telugu 
2002,Allari Ramudu,Drama,4.5,, B. Gopal , Chanti Addala , Paruchuri Brothers ,, N. T. Rama Rao Jr, Gajala, R. P. Patnaik , Ravindra Babu ,,,19-July-2002, 156 minutes , Telugu 
2002,Nuvvu Leka Nenu Lenu,Romance,6.3,85%, Y. Kasi Viswanath , Daggubati Suresh Babu , Y. Kasi Viswanath ,, Tarun , Aarti Agarwal , R. P. Patnaik , Sekhar V. Joseph , Marthand K. Venkatesh , Suresh Productions ,14-January-2002, 150 minutes , Telugu 
2002,Eeswar,Action,5.3,86%, Jayanth C. Paranjee ,, Deena Raj (story) ,, Prabhas , Sridevi Vijaykumar , R. P. Patnaik , Jawahar Reddy , Marthand K. Venkatesh ,,11-November-2002,, Telugu 
2002,Sreeram,Action,6.2,, V. N. Aditya , Burugapally Siva Rama Krishna , Dharani ,, Uday Kiran , Anita Hassanandani , R. P. Patnaik , Shiva Kumar , Marthand K. Venkatesh ,,21-June-2002,, Telugu 
2002,Vasu,Romance,6.9,91%, A. Karunakaran , K. S. Rama Rao , Trivikram Srinivas (dialogues) , A. Karunakaran , Venkatesh , Bhoomika Chawla , Harris Jayaraj , R. Ramesh Babu , Marthand K Venkatesh , Creative Commercials ,10-April-2002, 147 minutes , Telugu 
2002,Thotti Gang,Comedy,6.7,, E. V. V. Satyanarayana , E. V. V. Satyanarayana , E. V. V. Satyanarayana,, Prabhu Deva , Allari Naresh , Devi Sri Prasad , Loganathan Srinivasan , Marthand K. Venkatesh , E. V .V. Cinema ,6-December-2002,, Telugu 
2002,Lahiri Lahiri Lahirilo,,5.6,83%, YVS Chowdary , YVS Chowdary , Chintapalli Ramana (Dialogues) , YVS Chowdary , Nandamuri Harikrishna , Bhanupriya , M. M. Keeravani , Prasad K. R. , Kotagiri Venkateswara Rao , Bommarillu ,1-May-2002, 156 minutes , Telugu 
2002,Sandade Sandadi,Comedy,6.1,, Muppalaneni Shiva , Adityaram , Chintapally Ramana (dialogues) , Muppalaneni Shiva , Jagapathi Babu , Rajendra Prasad , Koti , B. Ramana Raju , K. Ramesh , Adityaram Movies ,13-December-2002, 149 minutes , Telugu 
2002,Adrustam,,4.2,, Sekhar Suri , Mansoor Ahmed, Sekhar Suri ,, Tarun , Reema Sen , Dhina , Shyam K Naidu , Thirupathi Reddy ,,6-June-2002,, Telugu 
2002,Chennakesava Reddy,Action,6/1,75%, V. V. Vinayak , Bellamkonda Suresh , Paruchuri Brothers (dialogues) , V. V. Vinayak , Nandamuri Balakrishna , Shriya Saran , Mani Sharma , Ajayan Vincent , Gautham Raju , Sri Sai Ganesh Productions ,25-September-2002, 145 minutes , Telugu 
2002,Siva Rama Raju,Action,5.6,68%, V. Samudra , R. B. Choudary , Paruchuri Brothers (dialogues) , V. Samudra , Jagapathi Babu , Nandamuri Harikrishna , S. A. Rajkumar , Shyam K. Naidu , Nandamuri Hari , Super Good Films ,1-November-2002, 164 minutes , Telugu 
2002,Sontham,World cinema,7.2,93%, Srinu Vaitla , S.Sompally , Chintapalli Ramana ,, Aryan Rajesh , Sunil , Devi Sri Prasad ,,, JD Arts ,23-August-2002,, Telugu 
2002,Seshu,Drama,5.8,, Jeevitha Rajasekhar , Baby Sivani , Bala ,, Rajasekhar , Kaveri , Yuvan Shankar Raja , Hari Anumolu , Gowtam Raju , Siva Sivani Movies ,28-February-2002,, Telugu 
2002,Nee Premakai,Romance,,, Muppalaneni Shiva , Dr. D Rama Naidu , V. Satish ,, Vineeth , Abbas , S. A. Rajkumar , V. Jayaram , K.V. Krishna Reddy , Suresh Productions ,1-March-2002,, Telugu 
2002,Neetho,Romance,6/1,, John Mahendran , Ramoji Rao , John Mahendran ,, Prakash Kovelamudi , Mahek Chahal , Vidyasagar , Chota K. Naidu ,, Ushakiran Movies ,27-June-2002,, Telugu 
2002,Hrudayanjali,Romance,,, A. Raghurami Reddy , A. Raghurami Reddy , B.K.Easwar ,, Sanjay Mitra , Girija Shettar , L. Vaidyanathan , Madhu Ambat , Karunanidhi ,,2002-(2002), 168 minutes , Telugu[1] 
2002,Bobby,Romance,4/1,74%, Sobhan , K. Krishna Mohan Rao , Sobhan ,, Mahesh Babu , Aarthi Agarwal , Mani Sharma , Venkat R. Prasad , S. Sudhakar Reddy ,,1-November-2002,, Telugu 
2002,Nee Thodu Kavali,Romance,5.8,, Bhimaneni Srinivasa Rao , Bhimaneni Srinivasa Rao , Bhimaneni Srinivasa Rao ,, Arjan Bajwa , Charmi , Valisha Baabji ,,, Sampada Creation ,28-March-2002,, Telugu 
2002,Malli Malli Chudali,Tollywood,,, Pawans Sreedhar , K. Venkateswara Rao , Pawans Sreedhar ,, Venu Thottempudi , Janani , Yuvan Shankar Raja , M. Mohanchand , Nandamuri Hari , Siva Sivani Movies ,28-March-2002,, Telugu 
2002,123,Comedy,5.9,71%, K. Subash , B. Kumar ,,, Prabhu Deva , Jyothika , Deva , Y. N. Murali , Krishnamoorthy-Siva , Sidhesh Films ,1-June-2002,, Tamil and Kannada 
2002,Friends,Comedy,,, M. D. Sridhar , M. C. Neha , M. D. Sridhar ,, Sharan , Ruthika , G. Krishna , Ramana , P. R. Soundar Raj , Komal Enterprises ,22-January-2002, 139 minutes , Kannada 
2002,Baba,Drama,4.7,80%, Suresh Krishna , Rajinikanth , Gopu Babu , Rajinikanth , Rajinikanth , Manisha Koirala , A. R. Rahman , Chota K. Naidu , V. T. Vijayan , Lotus International ,15-August-2002, 174 min , Tamil 
2002,The Rite  a Passion,Tollywood,7/1,, K.N.T. Sastry , National Film Development Corporation, K.N.T. Sastry ,, Tanikella Bharani , Shafi , L. Vaidyanathan , Sunny Joseph , A. Sreekar Prasad ,,2002,, Telugu 
2003,Okkadu,Action,8.1,89%, Gunasekhar , M. S. Raju , Gunasekhar ,, Mahesh Babu , Bhumika Chawla , Mani Sharma , Sekhar V. Joseph , A. Sreekar Prasad , Sumanth Art Productions ,15-January-2003,, Telugu 
2003,Tagore,Action,7.8,79%, V. V. Vinayak , B. Madhu , A. R. Murugadoss ,, Chiranjeevi , Jyothika , Mani Sharma , Chota K. Naidu , Gowtham Raju ,,24-September-2003, 176 minutes , Telugu 
2003,Gangotri,Romance,4.7,81%, K. Raghavendra Rao , Allu Aravind , Chinni Krishna ,, Allu Arjun , Aditi Agarwal , M.M. Keeravani , Chota K. Naidu , Kotagiri Venkateswara Rao ,,28-March-2003,, Telugu 
2003,Simhadri,Action,7.5,82%, S.S. Rajamouli , V. Doraswamy Raju , Dialogue:- , S.S. Rajamouli , Jr. NTR , Bhoomika Chawla , M. M. Keeravani , K. Ravindra Babu , Kotagiri Venkateswara Rao , Vijaya Maruti Creatives ,9-July-2003, 170 minutes , Telugu 
2003,Satyam,Tollywood,6.8,87%, Surya Kiran , Akkineni Nagarjuna , Surya Kiran ,, Sumanth , Genelia D'Souza , Chakri , Sameer Reddy , Nandamuri Hari ,,19-December-2003, 144 mins , Telugu 
2003,Seetayya,Action,6.2,, YVS Chowdary ,,,, Nandamuri Harikrishna , Soundarya ,,,,,22-August-2003,, Telugu 
